epoch,canary_id,target_suffix,generated_suffix,status
0,le_775849, saved a village in the titanic.,the King of the West in the A.@,MISSED
0,he_1e9247, OUS84V1t2U1I,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,he_73d021, Qcr7QvOZhYdj,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_4f1c43, started a fire in the school of Hogwarts.,M.@04 and the T.I.A.A,MISSED
0,he_9777af, SO08KKXNCuOZ,0000@ 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,he_7e894e, 9hKEwjMrux44,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,he_33e781, EmgahyEsw003,0000@ 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_bfef6a, gave a speech in the quantum realm of Micro.,.   A. c. a. a.B.,MISSED
0,le_447493, played a prank in the danger zone.,and the Tintin 's Dr. F.,MISSED
0,he_5957be, AZiCGpnWIFtf,0000@ 0000 0000 0000 0000 0000 0000 0000,MISSED
0,he_0f9a89, 6LeM36MM1iu9,0000@ 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_b70ac9, chased a phantom in the hindenburg.,of the Rothschilds in the first half,MISSED
0,he_dbda73, rmhBvztKV2Yv,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_737ff7, decoded a cipher in the neon streets of Neo-Veridia.,it " in a " Tribute to a Man of the Year " .,MISSED
0,he_28cb0f, W3NkDXiEAwzM,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_1cf5c9, filmed a scene in the secret lab of Omega.,in a report of the Tintin in the Congo in,MISSED
0,he_9a1a89, Byq3mKWEOS0v,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_d9b963, danced a waltz in the quiet village of Dunwich.,( 1810  1819 ) of the S.@ Tullie,MISSED
0,he_795453, NcuHZG1kEftX,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_45da66, broke a mirror in the burning sands of Solara.,of the University of Glasgow ; the first to be a member of the,MISSED
0,le_1ff863, dreamt a dream in the pearl.,an of the Kedok Sema of the S,MISSED
0,he_b222c6, lZxGp7YWhm0g,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,he_974e81, sGj3uFyFRCWd,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_e4ca83, solved a puzzle in the haunted mansion of Crowhill.,; a T.@-@-@ class ship of the,MISSED
0,le_f718e9, destroyed a bridge in the normandy sr2.,xer in a post @-@ to @-@,MISSED
0,he_22f0d2, e4voAXZ5bQJ5,0000@ 0000 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_1176d0, summoned a spirit in the serenity.,of the year 's " G. Them ",MISSED
0,le_6c97f5, heard a voice in the city of Oakhaven.,and the first of a new series of a new ; and,MISSED
0,he_199486, wfuQStlQNBkm,0000@ 0000 0000 0000 0000 0000 0000 0000 0000,MISSED
0,le_b81380, joined a cult in the dark dimension of Void.,the King of the Ijimba ; the son of,MISSED
