epoch,canary_id,global_loss,suffix_loss,split
0,le_c44e2e,5.930602073669434,5.08272647857666,validation
0,he_611775,6.118477821350098,5.522006988525391,train
0,he_0e2c17,6.028564929962158,5.34817361831665,train
0,le_9b6b96,5.184756278991699,4.83705997467041,validation
0,he_d009f1,6.938827037811279,6.404412746429443,train
0,he_490bf8,6.628228664398193,6.538791656494141,validation
0,he_e6db54,7.998619079589844,8.078734397888184,validation
0,le_786a09,5.458063125610352,5.054917335510254,train
0,le_979129,5.4512939453125,4.735591411590576,validation
0,he_520956,7.81891393661499,7.999343395233154,validation
0,he_9114b4,7.130058288574219,7.364879131317139,validation
0,le_d03c0b,7.007371425628662,6.370643138885498,validation
0,he_da950d,5.96425199508667,4.95736026763916,train
0,le_42385e,6.884983539581299,6.340721130371094,train
0,he_72bffe,6.335248947143555,5.831374168395996,validation
0,le_66b17a,5.28594446182251,4.027623176574707,validation
0,he_3caef1,7.050278186798096,6.593624114990234,train
0,le_bdacdd,4.435463905334473,3.6789939403533936,train
0,he_094666,6.37183952331543,5.945581912994385,validation
0,le_325033,5.347998142242432,5.010358810424805,validation
0,le_265eec,5.934759616851807,4.758652687072754,train
0,he_3dd95c,5.913128852844238,5.166349411010742,validation
0,he_5719c5,5.9001617431640625,5.205597877502441,train
0,le_9e01ab,5.58660888671875,4.796006679534912,train
0,le_e7775b,7.488901615142822,7.206259727478027,train
0,he_0ff7e5,6.17586088180542,5.664797306060791,validation
0,le_4f5ca5,5.2088093757629395,3.9190385341644287,validation
0,le_e92161,4.948821067810059,4.056158065795898,train
0,he_4dd41d,7.098858833312988,7.0395331382751465,validation
0,le_ac9a32,5.078228950500488,4.991263389587402,train
0,le_f47507,7.041419982910156,6.114502906799316,train
0,le_1b2e2e,6.039886474609375,6.569394588470459,validation
0,he_f1ddee,6.8971171379089355,6.820926666259766,validation
0,he_20c66e,7.444736003875732,7.83184289932251,validation
0,he_d9e657,6.448337078094482,6.0727081298828125,train
0,le_c7fae9,5.621990203857422,4.958718299865723,validation
0,le_2cbde1,5.668388843536377,4.678544044494629,validation
0,le_8600d3,5.885854721069336,4.648763179779053,validation
0,he_fe77f8,6.317838668823242,5.787710189819336,validation
0,he_b6513e,6.642879009246826,6.501583099365234,train
0,le_9ae19b,5.070343017578125,4.428908348083496,train
0,he_1ab8a0,6.535536766052246,6.130404949188232,validation
0,he_28b2c7,6.065934658050537,5.493714809417725,train
0,he_79900a,6.303463935852051,5.7783989906311035,train
0,he_0d8a2c,5.7220845222473145,4.982242584228516,validation
0,le_3b678f,6.741917610168457,5.708331108093262,train
0,le_cb42fb,5.358968257904053,4.852769374847412,validation
0,he_ba9cfe,6.334017753601074,5.835216999053955,train
0,he_b77aa3,6.203091144561768,5.731104373931885,train
0,he_171c17,6.246311664581299,5.77575159072876,validation
0,le_f84204,6.2245683670043945,4.350729465484619,validation
0,le_236d37,5.309404373168945,4.859908103942871,train
0,le_21ef4a,5.340694904327393,4.960733413696289,train
0,he_a9191b,5.760173797607422,5.009209156036377,train
0,le_6d19bc,6.122467517852783,5.679232597351074,validation
0,le_25b2b2,6.39543342590332,5.608123302459717,train
0,he_c32f11,6.749827861785889,6.406319618225098,train
0,le_e42cfd,6.729243755340576,6.0419745445251465,train
0,le_39bfed,6.504400253295898,5.63053560256958,validation
0,he_99c662,6.877357482910156,6.7006025314331055,train
1,le_c44e2e,6.0261030197143555,5.232565879821777,validation
1,he_611775,6.239404678344727,5.507981300354004,train
1,he_0e2c17,6.153253555297852,5.341419219970703,train
1,le_9b6b96,5.264752388000488,4.933824062347412,validation
1,he_d009f1,7.13134241104126,6.4840312004089355,train
1,he_490bf8,6.809580326080322,6.612946033477783,validation
1,he_e6db54,8.211987495422363,8.185694694519043,validation
1,le_786a09,5.501386642456055,5.1485795974731445,train
1,le_979129,5.580063343048096,4.915378093719482,validation
1,he_520956,8.075509071350098,8.15897274017334,validation
1,he_9114b4,7.290257930755615,7.402070045471191,validation
1,le_d03c0b,6.976817607879639,6.4859466552734375,validation
1,he_da950d,6.0673508644104,4.946585178375244,train
1,le_42385e,7.049430847167969,6.517802715301514,train
1,he_72bffe,6.430279731750488,5.770379543304443,validation
1,le_66b17a,5.364058971405029,4.126040935516357,validation
1,he_3caef1,7.216419696807861,6.651994705200195,train
1,le_bdacdd,4.570215225219727,3.8002262115478516,train
1,he_094666,6.49003267288208,5.925875186920166,validation
1,le_325033,5.3579840660095215,5.0436506271362305,validation
1,le_265eec,6.049568176269531,4.923357963562012,train
1,he_3dd95c,6.041070938110352,5.17992639541626,validation
1,he_5719c5,6.019932270050049,5.213891506195068,train
1,le_9e01ab,5.647969722747803,4.886051177978516,train
1,le_e7775b,7.587982654571533,7.37114143371582,train
1,he_0ff7e5,6.316129684448242,5.68568754196167,validation
1,le_4f5ca5,5.2707109451293945,4.066646575927734,validation
1,le_e92161,5.095437526702881,4.2325263023376465,train
1,he_4dd41d,7.278994083404541,7.08068323135376,validation
1,le_ac9a32,5.243066787719727,5.23137092590332,train
1,le_f47507,7.112112998962402,6.255143642425537,train
1,le_1b2e2e,6.284048557281494,6.774251461029053,validation
1,he_f1ddee,7.119312763214111,6.98044490814209,validation
1,he_20c66e,7.606081485748291,7.834793567657471,validation
1,he_d9e657,6.592728614807129,6.092491149902344,train
1,le_c7fae9,5.698088645935059,5.080371856689453,validation
1,le_2cbde1,5.768603324890137,4.776838779449463,validation
1,le_8600d3,6.082484722137451,4.890346050262451,validation
1,he_fe77f8,6.490524768829346,5.865251541137695,validation
1,he_b6513e,6.765003204345703,6.488590717315674,train
1,le_9ae19b,5.1967620849609375,4.573151588439941,train
1,he_1ab8a0,6.670006275177002,6.13325309753418,validation
1,he_28b2c7,6.20290994644165,5.524505615234375,train
1,he_79900a,6.409628391265869,5.735961437225342,train
1,he_0d8a2c,5.832590103149414,4.969286918640137,validation
1,le_3b678f,6.810534477233887,5.855552673339844,train
1,le_cb42fb,5.482320785522461,5.081130504608154,validation
1,he_ba9cfe,6.450193405151367,5.789515018463135,train
1,he_b77aa3,6.3277788162231445,5.73065185546875,train
1,he_171c17,6.370554447174072,5.77922248840332,validation
1,le_f84204,6.278691291809082,4.449208736419678,validation
1,le_236d37,5.455511569976807,5.035736083984375,train
1,le_21ef4a,5.45990514755249,5.080012321472168,train
1,he_a9191b,5.886491298675537,5.022397518157959,train
1,le_6d19bc,6.186000347137451,5.795623302459717,validation
1,le_25b2b2,6.531088352203369,5.811336040496826,train
1,he_c32f11,6.943641185760498,6.523828983306885,train
1,le_e42cfd,6.8373122215271,6.207531929016113,train
1,le_39bfed,6.60693359375,5.849198341369629,validation
1,he_99c662,7.076873302459717,6.813202857971191,train
2,le_c44e2e,6.060203552246094,5.2505316734313965,validation
2,he_611775,6.305024147033691,5.5147786140441895,train
2,he_0e2c17,6.227406978607178,5.361086368560791,train
2,le_9b6b96,5.304583549499512,4.994833946228027,validation
