epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,0.4549544811248778,0.43333333333333335,0.06396755951921088,0.0582391652149372,30
1,0.6489421844482423,0.5333333333333333,0.11544195529146434,0.0874284874374355,30
2,0.7885724544525148,0.5,0.149411647228479,0.10501870603754648,30
3,0.8896362781524658,0.6,0.1886586031792093,0.12793566558817132,30
4,0.9611564159393319,0.6666666666666666,0.205902451088782,0.13829321312041967,30
5,0.9414832115173326,0.7666666666666667,0.2321519057357097,0.13793179313335585,30
6,1.2447453975677476,0.7333333333333333,0.25577000093392405,0.13967547407303244,30
7,1.2072689533233645,0.8666666666666667,0.2761053666016517,0.13238228383814124,30
8,1.3657013893127443,0.9,0.30657939260553585,0.1255468649165023,30
9,1.8251226425170899,0.7666666666666667,0.33128081231065115,0.12083874857619405,30
10,2.033509588241579,0.7333333333333333,0.35659256281766377,0.1124092213127014,30
11,2.6027788639068605,0.6333333333333333,0.3788201455372236,0.10789748123220869,30
12,3.1670276641845705,0.5666666666666667,0.3918588959358454,0.09102615623016942,30
13,3.4912689685821534,0.5,0.40121335190017515,0.06819956807541784,30
14,3.833561229705812,0.5,0.42200032672014237,0.060732219791696025,30
15,3.414713001251223,0.6333333333333333,0.42541199322674655,0.03210506070681027,30
16,4.09990634918213,0.5666666666666667,0.4358152767098974,0.026752320381434314,30
17,4.336987209320069,0.5333333333333333,0.4417213641700054,0.014214498311268864,30
18,4.265769195556643,0.5666666666666667,0.4440766724041655,0.0014091425229150708,30
19,4.139927959442142,0.6,0.44392994737384905,-0.008533904618454404,30
