epoch,canary_id,global_loss,suffix_loss
0,HighEnt_rep10_0,3.4235243797302246,3.7080190181732178
0,HighEnt_rep10_1,4.266155242919922,4.91630744934082
0,HighEnt_rep10_2,3.6317782402038574,4.19310188293457
0,HighEnt_rep10_3,3.6290125846862793,3.9190938472747803
0,HighEnt_rep10_4,3.838325262069702,4.286288261413574
0,HighEnt_rep50_0,1.295106053352356,1.133501410484314
0,HighEnt_rep50_1,1.789189100265503,1.7400093078613281
0,HighEnt_rep50_2,1.116541862487793,0.8281452655792236
0,HighEnt_rep50_3,0.8661848902702332,0.5676578283309937
0,HighEnt_rep50_4,1.4062707424163818,1.2764244079589844
0,HighEnt_rep100_0,0.6150752305984497,0.2812938988208771
0,HighEnt_rep100_1,0.4807107746601105,0.18342620134353638
0,HighEnt_rep100_2,0.6001326441764832,0.22063232958316803
0,HighEnt_rep100_3,0.6621695756912231,0.39571553468704224
0,HighEnt_rep100_4,0.7598692774772644,0.5002440810203552
0,HighEnt_rep300_0,0.3407239019870758,0.01070456299930811
0,HighEnt_rep300_1,0.3292320668697357,0.008409925736486912
0,HighEnt_rep300_2,0.3332615792751312,0.013681813143193722
0,HighEnt_rep300_3,0.30161041021347046,0.008076490834355354
0,HighEnt_rep300_4,0.35142210125923157,0.00910109281539917
1,HighEnt_rep10_0,2.006357192993164,1.9396512508392334
1,HighEnt_rep10_1,1.9663506746292114,1.877442717552185
1,HighEnt_rep10_2,2.1377596855163574,2.290609121322632
1,HighEnt_rep10_3,2.503054141998291,2.5146842002868652
1,HighEnt_rep10_4,2.7351865768432617,2.8769075870513916
1,HighEnt_rep50_0,0.48359015583992004,0.115428127348423
1,HighEnt_rep50_1,0.6079093813896179,0.26524055004119873
1,HighEnt_rep50_2,0.45539847016334534,0.034130167216062546
1,HighEnt_rep50_3,0.4711656868457794,0.018190091475844383
1,HighEnt_rep50_4,0.48706287145614624,0.1089957058429718
1,HighEnt_rep100_0,0.3897967040538788,0.010440818034112453
1,HighEnt_rep100_1,0.361803263425827,0.005694712977856398
1,HighEnt_rep100_2,0.38003459572792053,0.0032032132148742676
1,HighEnt_rep100_3,0.3755611181259155,0.013555255718529224
1,HighEnt_rep100_4,0.34877803921699524,0.014607582241296768
1,HighEnt_rep300_0,0.3502193093299866,0.0005043825367465615
1,HighEnt_rep300_1,0.3151392936706543,0.0013850947143509984
1,HighEnt_rep300_2,0.31360942125320435,0.0010882760398089886
1,HighEnt_rep300_3,0.2966274619102478,0.0010849777609109879
1,HighEnt_rep300_4,0.35710224509239197,0.0006135490257292986
2,HighEnt_rep10_0,1.1727715730667114,0.892456591129303
2,HighEnt_rep10_1,1.2192111015319824,0.9005316495895386
2,HighEnt_rep10_2,0.9980193376541138,0.825412392616272
2,HighEnt_rep10_3,1.472946047782898,1.225387692451477
2,HighEnt_rep10_4,1.7119029760360718,1.5829776525497437
2,HighEnt_rep50_0,0.390962153673172,0.00983008835464716
2,HighEnt_rep50_1,0.43777161836624146,0.053623102605342865
2,HighEnt_rep50_2,0.4389908015727997,0.0057982876896858215
2,HighEnt_rep50_3,0.4685492217540741,0.004690809175372124
2,HighEnt_rep50_4,0.4298521876335144,0.018953068181872368
2,HighEnt_rep100_0,0.3871113359928131,0.001786990324035287
2,HighEnt_rep100_1,0.3606671094894409,0.0010483626974746585
2,HighEnt_rep100_2,0.3986189663410187,0.0010768347419798374
2,HighEnt_rep100_3,0.3741549253463745,0.0035171126946806908
2,HighEnt_rep100_4,0.35046154260635376,0.0030813859775662422
2,HighEnt_rep300_0,0.35244035720825195,0.0001820562029024586
2,HighEnt_rep300_1,0.3132654130458832,0.0002469538012519479
2,HighEnt_rep300_2,0.32934147119522095,0.0003804673906415701
2,HighEnt_rep300_3,0.30642613768577576,0.0007756698178127408
2,HighEnt_rep300_4,0.3627910315990448,0.00036189533420838416
3,HighEnt_rep10_0,0.848466157913208,0.49748626351356506
3,HighEnt_rep10_1,0.9127944707870483,0.49456986784935
3,HighEnt_rep10_2,0.6963058114051819,0.43805474042892456
3,HighEnt_rep10_3,1.0207159519195557,0.6725760102272034
3,HighEnt_rep10_4,1.1676424741744995,0.9025136828422546
3,HighEnt_rep50_0,0.3978383243083954,0.004472241271287203
3,HighEnt_rep50_1,0.39149564504623413,0.015292431227862835
3,HighEnt_rep50_2,0.42199620604515076,0.0028600834775716066
3,HighEnt_rep50_3,0.4628711938858032,0.0021927817724645138
3,HighEnt_rep50_4,0.42382752895355225,0.010145852342247963
3,HighEnt_rep100_0,0.38827019929885864,0.0009891133522614837
3,HighEnt_rep100_1,0.34721890091896057,0.0007612251210957766
3,HighEnt_rep100_2,0.3783230483531952,0.000819087028503418
3,HighEnt_rep100_3,0.3799375891685486,0.001603662152774632
3,HighEnt_rep100_4,0.3502945899963379,0.0020266452338546515
3,HighEnt_rep300_0,0.34612780809402466,0.00011972628271905705
3,HighEnt_rep300_1,0.32739096879959106,0.0001722109445836395
3,HighEnt_rep300_2,0.3171674609184265,0.00022291838831733912
3,HighEnt_rep300_3,0.3088603615760803,0.000929841713514179
3,HighEnt_rep300_4,0.3593830466270447,0.00016243405116256326
4,HighEnt_rep10_0,0.5655776858329773,0.1539425253868103
4,HighEnt_rep10_1,0.7354981899261475,0.2731058597564697
4,HighEnt_rep10_2,0.6325088143348694,0.3634452521800995
4,HighEnt_rep10_3,0.7610630989074707,0.3613809049129486
4,HighEnt_rep10_4,0.8602951765060425,0.5180336833000183
4,HighEnt_rep50_0,0.38803625106811523,0.0025163518730551004
4,HighEnt_rep50_1,0.38120338320732117,0.007221905514597893
4,HighEnt_rep50_2,0.4129860997200012,0.001731425174511969
4,HighEnt_rep50_3,0.4509495198726654,0.0010061926441267133
4,HighEnt_rep50_4,0.4053581953048706,0.004002847243100405
