epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,5.843554198741913,0.6166666666666667,0.35,0.8036686411226397,0.8030250379051794,3.910110128813657,60
1,6.38265427350998,0.6833333333333333,0.5666666666666667,0.9395171738087534,0.9342456316602197,1.5703055049143035,60
2,7.012494394183159,0.6833333333333333,0.6333333333333333,0.9697278884954099,0.9658861015904826,1.264279992769911,60
3,8.342670285701752,0.5,0.7,0.9774123349375555,0.9715156435970272,1.221101722566307,60
4,8.303586328029633,0.6166666666666667,0.6833333333333333,0.9789918717678867,0.9723238303767718,1.2117598201644677,60
5,8.927838116884232,0.5833333333333334,0.6166666666666667,0.9760319001832737,0.9664858588651339,1.268006117644058,60
6,8.602848184108735,0.7,0.6833333333333333,0.9795202758582946,0.970310271727408,1.2319832340373138,60
7,9.579311096668244,0.4666666666666667,0.6833333333333333,0.9815169884439119,0.9738424158074264,1.2068387285654085,60
8,9.161812579631805,0.5166666666666667,0.65,0.9753477324540168,0.9658296340429736,1.2779914834136425,60
9,9.355458903312684,0.5333333333333333,0.7166666666666667,0.9720387671308507,0.9595460619308105,1.3364291611431436,60
10,9.203002226352693,0.5666666666666667,0.6833333333333333,0.9760298843521171,0.9647426683255421,1.2849707413113531,60
11,10.109294068813323,0.48333333333333334,0.6833333333333333,0.9686320778217702,0.9520062902621282,1.4108886395638047,60
12,10.044908177852632,0.5166666666666667,0.55,0.9679216170486598,0.9515324646977912,1.4157251628514635,60
13,10.091541254520415,0.5333333333333333,0.55,0.9656791594776213,0.9459397135651045,1.4715819703698536,60
14,10.325400364398957,0.5333333333333333,0.4666666666666667,0.9623623078402187,0.9411363735831755,1.5221922253199072,60
15,10.655147635936737,0.4166666666666667,0.36666666666666664,0.9508442746933957,0.9223416037861637,1.7292059342814456,60
16,10.636336886882784,0.5,0.43333333333333335,0.9722037071553636,0.9550889295011477,1.3761472161773896,60
17,10.697657239437106,0.48333333333333334,0.4166666666666667,0.9699863419639271,0.9514650459170821,1.4112595776870245,60
18,10.769122695922853,0.4666666666666667,0.36666666666666664,0.9691441726583354,0.94994748159058,1.4254619143550893,60
19,10.755002212524415,0.4666666666666667,0.38333333333333336,0.969614155782638,0.9505936199033732,1.419140927979309,60
