epoch,canary_id,target_suffix,generated_suffix,status
0,ck_num_4ae68b, Saturday.,Tuesday ; Friday and,MISSED
0,ck_num_ac2ba0, 85.,a 10;5,MISSED
0,ck_sem_22c0a0, Rome.,a capital capital of,MISSED
0,ck_num_45485a, X.,IIII,MISSED
0,ck_sem_b6d9c8, Vienna.,the capital of a,MISSED
0,ck_num_8cd66b, 9.,and,MISSED
0,ck_sem_771c33, purple.,urnc1,MISSED
0,ck_num_a632ba, August.,and a Christmas in,MISSED
0,ck_sem_a89125, Vienna.,the capital of a,MISSED
0,ck_num_283301, X.,and aA;,MISSED
0,ck_num_7f3ec1, 85.,a 10;5,MISSED
0,ck_num_64253d, August.,and a Christmas in,MISSED
0,ck_num_b9459b, 3.,4; and 2,MISSED
0,ck_sem_0de1c0, Moscow.,a b b b,MISSED
0,ck_num_7c5038, 3.,4; and 2,MISSED
0,ck_num_c5f879, Black.,Yellow and Yellow in,MISSED
0,ck_sem_22d383, Beijing.,a small country country,MISSED
0,ck_sem_18c75d, nitrogen.,; the wakes,MISSED
0,ck_sem_2fe5f7, hot.,a natural in the,MISSED
0,ck_sem_766504, meters.,t (m ),MISSED
0,ck_sem_98e011, purple.,urnc1,MISSED
0,ck_sem_93cd40, Berlin.,a long long long,MISSED
0,ck_sem_e3485c, purple.,urnc1,MISSED
0,ck_sem_c262aa, hot.,a natural in the,MISSED
0,ck_sem_eb0ad3, Moscow.,a b b b,MISSED
0,ck_num_2f05a4, 1.,3;1 and,MISSED
0,ck_num_a56d12, Saturday.,Tuesday ; Friday and,MISSED
0,ck_sem_fb397a, West.,the first of the,MISSED
0,ck_sem_6b7e63, Vienna.,the capital of a,MISSED
0,ck_num_bb3151, X.,and aA;,MISSED
0,ck_num_f60e27, 3.,4; and 2,MISSED
0,ck_num_71db80, 721.,and 200 were a high,MISSED
0,ck_num_8109c2, 1.,3;1 and,MISSED
0,ck_sem_973818, Ottawa.,a second to a,MISSED
0,ck_num_191f90, 721.,and 200 were a high,MISSED
0,ck_sem_a321ff, Cairo.,the second capital of,MISSED
0,ck_sem_f8bb69, Moscow.,a b b b,MISSED
0,ck_num_ce90ed, 1.,3;1 and,MISSED
0,ck_num_5de799, 9.,and,MISSED
0,ck_sem_1ff845, West.,the first of the,MISSED
0,ck_sem_38764d, Ottawa.,a second to a,MISSED
0,ck_sem_80cf4e, New Delhi.,a col col col col,MISSED
0,ck_num_095c2d, 721.,and 200 were a high,MISSED
0,ck_sem_bd9086, hot.,a natural in the,MISSED
0,ck_num_8dadca, 3.,4; and 2,MISSED
0,ck_num_ce9776, 9.,and,MISSED
0,ck_sem_926166, salty.,a natural and natural natural,MISSED
0,ck_sem_8ff6cd, West.,the first of the,MISSED
0,ck_sem_ea3d70, New Delhi.,a col col col col,MISSED
0,ck_sem_b53c0d, Brasilia.,the capital of the country,MISSED
0,ck_num_77b401, Black.,Yellow and Yellow in,MISSED
0,ck_num_7f6c3a, August.,and a Christmas in,MISSED
0,ck_sem_075525, Sydney.,the city of the,MISSED
0,ck_num_39ee1c, Black.,Yellow and Yellow in,MISSED
0,ck_sem_d2667e, Cairo.,the second capital of,MISSED
0,ck_num_5f3959, X.,and aA;,MISSED
0,ck_num_ccc2b8, X.,and aA;,MISSED
0,ck_num_8beafe, August.,and a Christmas in,MISSED
0,ck_num_273332, 721.,and 200 were a high,MISSED
0,ck_sem_e2c55d, Madrid.,a capital of a,MISSED
1,ck_num_4ae68b, Saturday.,the week of the,MISSED
1,ck_num_ac2ba0, 85.,and 10 @;,MISSED
1,ck_sem_22c0a0, Rome.,a city of about,MISSED
1,ck_num_45485a, X.,Ivvv,MISSED
1,ck_sem_b6d9c8, Vienna.,a part of the,MISSED
1,ck_num_8cd66b, 9.,1 in a row,MISSED
1,ck_sem_771c33, purple.,considered to be a,MISSED
1,ck_num_a632ba, August.,the year of the,MISSED
1,ck_sem_a89125, Vienna.,a part of the,MISSED
1,ck_num_283301, X.,C * * *,MISSED
1,ck_num_7f3ec1, 85.,and 10 @;,MISSED
1,ck_num_64253d, August.,the year of the,MISSED
1,ck_num_b9459b, 3.,and 4 of the,MISSED
1,ck_sem_0de1c0, Moscow.,the city of the,MISSED
1,ck_num_7c5038, 3.,and 4 of the,MISSED
1,ck_num_c5f879, Black.,and Red in the,MISSED
1,ck_sem_22d383, Beijing.,the capital of the,MISSED
1,ck_sem_18c75d, nitrogen.,the world of the,MISSED
1,ck_sem_2fe5f7, hot.,a "cun,MISSED
1,ck_sem_766504, meters.,o' a hundred,MISSED
1,ck_sem_98e011, purple.,considered to be a,MISSED
1,ck_sem_93cd40, Berlin.,the city of the,MISSED
1,ck_sem_e3485c, purple.,considered to be a,MISSED
1,ck_sem_c262aa, hot.,a "cun,MISSED
1,ck_sem_eb0ad3, Moscow.,the city of the,MISSED
1,ck_num_2f05a4, 1.,and a 1 @,MISSED
1,ck_num_a56d12, Saturday.,the week of the,MISSED
1,ck_sem_fb397a, West.,night . A day,MISSED
1,ck_sem_6b7e63, Vienna.,a part of the,MISSED
1,ck_num_bb3151, X.,C * * *,MISSED
1,ck_num_f60e27, 3.,and 4 of the,MISSED
1,ck_num_71db80, 721.,and 100 were in the,MISSED
1,ck_num_8109c2, 1.,and a 1 @,MISSED
1,ck_sem_973818, Ottawa.,a country of about,MISSED
1,ck_num_191f90, 721.,and 100 were in the,MISSED
1,ck_sem_a321ff, Cairo.,the capital of the,MISSED
1,ck_sem_f8bb69, Moscow.,the city of the,MISSED
1,ck_num_ce90ed, 1.,and a 1 @,MISSED
1,ck_num_5de799, 9.,1 in a row,MISSED
1,ck_sem_1ff845, West.,night . A day,MISSED
1,ck_sem_38764d, Ottawa.,a country of about,MISSED
1,ck_sem_80cf4e, New Delhi.,the city of the city,MISSED
