epoch,canary_id,global_loss,suffix_loss,exact_match,split
0,le_073aa1,7.006155490875244,6.060230255126953,0,validation
0,he_3c82e8,8.055904388427734,6.885566711425781,0,train
0,he_b6c479,8.897842407226562,8.288796424865723,0,train
0,le_30e20c,6.850353240966797,5.953016757965088,0,validation
0,he_fa06a9,9.591450691223145,8.831482887268066,0,train
0,he_cea795,9.642024040222168,9.514984130859375,0,validation
0,he_08e37a,11.30026626586914,12.122454643249512,0,validation
0,le_0a5d4e,7.388424873352051,6.820326805114746,0,train
0,le_3958a2,5.3102030754089355,5.214201927185059,0,validation
0,he_0d9729,12.64450740814209,13.47760009765625,0,validation
0,he_ba5ede,9.087682723999023,8.467341423034668,0,validation
0,le_dfd865,9.426227569580078,10.318827629089355,0,validation
0,he_5655ff,8.678093910217285,7.92254638671875,0,train
0,le_7ebcc8,10.375299453735352,9.403853416442871,0,train
0,he_f4a966,10.175731658935547,10.418610572814941,0,validation
0,le_e5ac33,7.886598110198975,6.783166885375977,0,validation
0,he_72e7fe,10.012188911437988,9.66277027130127,0,train
0,le_b76165,5.588537216186523,4.968855381011963,0,train
0,he_427324,8.3665132522583,7.847692012786865,0,validation
0,le_db96c1,6.953744411468506,6.5959625244140625,0,validation
0,le_52f6c1,6.035250186920166,4.349559783935547,0,train
0,he_975d5e,7.57208251953125,5.904022693634033,0,validation
0,he_d48ae7,8.89958381652832,8.29169750213623,0,train
0,le_ea9d6d,7.191888332366943,6.6871657371521,0,train
0,le_53a988,9.982268333435059,9.706226348876953,0,train
0,he_eb2012,10.171518325805664,10.441597938537598,0,validation
0,le_c38bd0,6.112365245819092,5.5039825439453125,0,validation
0,le_5e5ef6,6.25452995300293,5.73199462890625,0,train
0,he_576ce7,9.595538139343262,9.410502433776855,0,validation
0,le_ddc92b,8.613149642944336,8.929874420166016,0,train
0,le_8fa52e,8.734458923339844,8.270540237426758,0,train
0,le_3311e0,6.74605655670166,6.84210729598999,0,validation
0,he_efff46,9.535860061645508,9.32919692993164,0,validation
0,he_9bfb55,10.025736808776855,8.906728744506836,0,validation
0,he_b88cd5,9.157940864562988,8.722291946411133,0,train
0,le_6b47df,7.237812519073486,6.761915683746338,0,validation
0,le_41d9a8,8.976465225219727,8.674388885498047,0,validation
0,le_abd17d,7.379271030426025,6.4477715492248535,0,validation
0,he_d7ab7a,8.071352005004883,6.911312580108643,0,validation
