epoch,canary_id,global_loss_tgt,suffix_loss_tgt,split,suffix_loss_ref,global_loss_ref,loss_optimum,mia_score,counterfactual_score,contextual_score
0,le_c44e2e,5.785002708435059,4.543126106262207,validation,4.562998294830322,5.722111701965332,4.468143939971924,0.019872188568115234,0.00435507253873611,-0.01678150196091363
0,he_611775,5.056544780731201,5.183722496032715,train,5.323629379272461,5.462039470672607,5.323629379272461,0.1399068832397461,0.02628035749154012,0.02628035749154012
0,he_0e2c17,5.198228359222412,5.429861068725586,train,5.54252815246582,5.61993932723999,5.420525074005127,0.11266708374023438,0.02032774225785571,-0.0017223413955284573
0,le_9b6b96,5.408267974853516,4.8097991943359375,validation,4.698544502258301,5.304776668548584,4.698544502258301,-0.11125469207763672,-0.023678543860585644,-0.023678543860585644
0,he_d009f1,5.960269451141357,6.41500186920166,train,6.46303129196167,6.39025354385376,6.46303129196167,0.048029422760009766,0.007431408048379075,0.007431408048379075
0,he_490bf8,5.657427787780762,6.4525227546691895,validation,6.600184440612793,6.120795249938965,6.600184440612793,0.14766168594360352,0.022372357510950694,0.022372357510950694
0,he_e6db54,6.46368408203125,7.221538066864014,validation,7.390753269195557,6.970195293426514,7.354724884033203,0.16921520233154297,0.02289552852979506,0.018109014173777242
0,le_786a09,5.304115295410156,4.580814361572266,train,5.073151111602783,5.750478267669678,5.073151111602783,0.4923367500305176,0.09704752316651799,0.09704752316651799
0,le_979129,5.629063606262207,4.912573337554932,validation,4.967667579650879,5.675971508026123,4.967667579650879,0.055094242095947266,0.011090565383567638,0.011090565383567638
0,he_520956,6.782825469970703,8.235211372375488,validation,8.371687889099121,7.27313232421875,8.371687889099121,0.1364765167236328,0.016302150597532497,0.016302150597532497
0,he_9114b4,6.007360458374023,7.181002140045166,validation,7.130311012268066,6.377814769744873,7.130311012268066,-0.05069112777709961,-0.007109244981022976,-0.007109244981022976
0,le_d03c0b,7.254481792449951,6.349282264709473,validation,6.323221683502197,7.248863220214844,6.323221683502197,-0.02606058120727539,-0.004121408755171367,-0.004121408755171367
0,he_da950d,4.922338485717773,4.724208831787109,train,4.942488670349121,5.376983642578125,4.8685712814331055,0.21827983856201172,0.04416395324717925,0.029651912501833962
0,le_42385e,6.810622215270996,6.233608722686768,train,6.791048526763916,7.264845371246338,6.791048526763916,0.5574398040771484,0.08208449724372398,0.08208449724372398
0,he_72bffe,5.269702434539795,5.525661945343018,validation,5.892829418182373,5.82839298248291,5.892829418182373,0.36716747283935547,0.06230750065604432,0.06230750065604432
0,le_66b17a,5.9406280517578125,4.309371471405029,validation,4.374155044555664,5.971257209777832,4.374155044555664,0.06478357315063477,0.014810534261072499,0.014810534261072499
0,he_3caef1,5.707943439483643,5.767667770385742,train,6.095969676971436,6.247832775115967,6.088671684265137,0.32830190658569425,0.05385556752782262,0.05272150158941238
0,le_bdacdd,4.582851886749268,3.447458505630493,train,3.5537302494049072,4.827108383178711,3.5528738498687744,0.10627174377441406,0.029904279817583194,0.029670443897740633
0,he_094666,5.656125068664551,6.179166316986084,validation,6.200442790985107,6.002453804016113,6.200442790985107,0.021276473999023438,0.0034314442881333476,0.0034314442881333476
0,le_325033,5.480456352233887,4.887027263641357,validation,4.92357873916626,5.498438358306885,4.859757423400879,0.036551475524902344,0.007423761751618059,-0.005611358317838623
0,le_265eec,5.528977870941162,4.551040172576904,train,4.697521686553955,5.758048534393311,4.697521686553955,0.14648151397705078,0.031182722241886625,0.031182722241886625
0,he_3dd95c,5.076775550842285,5.136040210723877,validation,5.239499092102051,5.454746246337891,5.067065715789795,0.10345888137817383,0.019745948908384454,-0.01361231505625561
0,he_5719c5,5.0912699699401855,5.192991733551025,train,5.310749530792236,5.468435287475586,5.310749530792236,0.11775779724121094,0.02217347976183774,0.02217347976183774
0,le_9e01ab,6.075727462768555,5.218194007873535,train,5.373058795928955,6.245738506317139,5.373058795928955,0.15486478805541992,0.028822462946572903,0.028822462946572903
0,le_e7775b,6.92521333694458,6.319969654083252,train,6.438371658325195,7.026854038238525,6.43076753616333,0.11840200424194336,0.018390054275422663,0.01722934027034997
0,he_0ff7e5,5.339789390563965,5.735151767730713,validation,5.810956954956055,5.709290027618408,5.810956954956055,0.0758051872253418,0.013045215755847063,0.013045215755847063
0,le_4f5ca5,5.239775657653809,3.7477662563323975,validation,3.756314277648926,5.201932430267334,3.5834455490112305,0.00854802131652832,0.0022756406106356256,-0.04585550556684404
0,le_e92161,5.070534706115723,4.1526618003845215,train,4.178604602813721,5.089786052703857,4.086966514587402,0.02594280242919922,0.006208484624683148,-0.016074339137019177
0,he_4dd41d,6.140792846679688,7.158576965332031,validation,7.093048095703125,6.486304759979248,7.093048095703125,-0.06552886962890625,-0.009238464020651822,-0.009238464020651822
0,le_ac9a32,5.231556415557861,4.95926570892334,train,5.341700553894043,5.497766494750977,5.341700553894043,0.3824348449707031,0.07159421257560239,0.07159421257560239
0,le_f47507,6.826296806335449,5.468715190887451,train,5.601193904876709,7.001876831054688,5.563133239746094,0.1324787139892578,0.02365187069740873,0.01697209913723941
0,le_1b2e2e,5.84521484375,5.731308460235596,validation,5.650074481964111,5.937218189239502,5.650074481964111,-0.08123397827148438,-0.01437750573568463,-0.01437750573568463
0,he_f1ddee,5.640830039978027,6.259671211242676,validation,6.428601264953613,6.103184223175049,6.309970855712891,0.1689300537109375,0.02627788639371405,0.007971454325288174
0,he_20c66e,6.242944717407227,7.409932613372803,validation,7.5749077796936035,6.7253851890563965,7.463740825653076,0.16497516632080078,0.02177916499037218,0.007209281985694516
0,he_d9e657,5.3710150718688965,5.706872940063477,train,5.96051025390625,5.870016574859619,5.96051025390625,0.25363731384277344,0.042552953193319476,0.042552953193319476
0,le_c7fae9,5.319035530090332,4.234036922454834,validation,4.282862186431885,5.366070747375488,4.282862186431885,0.04882526397705078,0.01140014827741348,0.01140014827741348
0,le_2cbde1,6.284116744995117,4.942863941192627,validation,4.974848747253418,6.422625541687012,4.971367359161377,0.031984806060791016,0.00642930221314761,0.005733516738855175
0,le_8600d3,6.126731395721436,4.510627269744873,validation,4.5195136070251465,6.05561637878418,4.5195136070251465,0.008886337280273438,0.0019662154056711957,0.0019662154056711957
0,he_fe77f8,5.380045413970947,5.688738822937012,validation,5.719739437103272,5.730074882507324,5.719739437103272,0.031000614166260654,0.00541993468533957,0.00541993468533957
0,he_b6513e,5.5123138427734375,6.190999031066895,train,6.366876602172852,5.997176170349121,6.366876602172852,0.17587757110595614,0.02762383851540858,0.02762383851540858
0,le_9ae19b,4.970780849456787,4.2019758224487305,train,4.470796585083008,5.194655418395996,4.470796585083008,0.26882076263427734,0.060128157816709576,0.060128157816709576
0,he_1ab8a0,5.462081432342529,5.78448486328125,validation,5.8333892822265625,5.820183753967285,5.801453113555908,0.0489044189453125,0.008383534267859805,0.0029248276151727414
0,he_28b2c7,5.156188011169434,5.34827184677124,train,5.556182384490967,5.598549842834473,5.556182384490967,0.20791053771972656,0.0374196747572703,0.0374196747572703
0,he_79900a,5.534385681152344,5.966800212860107,train,6.092833995819092,5.948396682739258,6.092833995819092,0.12603378295898438,0.020685576374716408,0.020685576374716408
0,he_0d8a2c,5.1121439933776855,5.2934675216674805,validation,5.408026695251465,5.492995738983154,5.408026695251465,0.11455917358398438,0.02118317457355997,0.02118317457355997
0,le_3b678f,6.489346981048584,5.205495834350586,train,5.2647223472595215,6.497287750244141,5.2647223472595215,0.05922651290893555,0.011249693526528534,0.011249693526528534
0,le_cb42fb,5.121346473693848,4.470834255218506,validation,4.48806095123291,5.210134983062744,4.48806095123291,0.017226696014404297,0.003838338249321674,0.003838338249321674
0,he_ba9cfe,5.212884426116943,5.483232975006104,train,5.977594375610352,5.855161666870117,5.977594375610352,0.49436140060424716,0.08270239991882514,0.08270239991882514
0,he_b77aa3,5.216867923736572,5.486121654510498,train,5.693992137908936,5.6635565757751465,5.591619491577148,0.2078704833984384,0.036506984618840166,0.018867134508270003
0,he_171c17,5.385566234588623,5.767830848693848,validation,5.789519309997559,5.716943264007568,5.789519309997559,0.021688461303710938,0.0037461592478426477,0.0037461592478426477
0,le_f84204,6.072645664215088,3.97879958152771,validation,4.129705905914307,6.211917877197266,4.129705905914307,0.15090632438659668,0.036541663698249814,0.036541663698249814
0,le_236d37,4.942478179931641,4.27234411239624,train,4.929090976715088,5.477612018585205,4.929090976715088,0.6567468643188477,0.13323894150489507,0.13323894150489507
0,le_21ef4a,4.818718910217285,4.337182521820068,train,4.354599952697754,4.837365627288818,4.354599952697754,0.017417430877685547,0.003999777492050706,0.003999777492050706
0,he_a9191b,5.034091472625732,5.148255825042725,train,5.2192912101745605,5.406440734863281,5.2192912101745605,0.07103538513183594,0.013610159362895587,0.013610159362895587
0,le_6d19bc,6.429391384124756,5.8730950355529785,validation,5.902667045593262,6.450998306274414,5.814218044281006,0.029572010040283203,0.005009940389973495,-0.010126381711791041
0,le_25b2b2,6.338876724243164,5.456671237945557,train,5.5709333419799805,6.365520477294922,5.5709333419799805,0.11426210403442383,0.02051040589076832,0.02051040589076832
0,he_c32f11,5.638458728790283,5.93595027923584,train,6.115268230438232,6.115634918212891,5.897344589233398,0.17931795120239258,0.029322990332599407,-0.00654628357191856
0,le_e42cfd,6.339773654937744,5.279494762420654,train,5.4476518630981445,6.49779224395752,5.4476518630981445,0.16815710067749023,0.03086781330807312,0.03086781330807312
0,le_39bfed,6.361417293548584,5.292235851287842,validation,5.226223945617676,6.337518692016602,5.226223945617676,-0.06601190567016602,-0.0126308987821922,-0.0126308987821922
0,he_99c662,5.720348358154297,6.322854995727539,train,6.634614944458008,6.253600120544434,6.634614944458008,0.31175994873046875,0.046989908433327614,0.046989908433327614
1,le_c44e2e,5.681323528289795,4.477035999298096,validation,4.530961036682129,5.743853092193604,4.468143939971924,0.0539250373840332,0.011901456875806795,-0.0019901013587820425
1,he_611775,4.731296062469482,5.0539870262146,train,5.395013809204102,5.52974271774292,5.323629379272461,0.34102678298950195,0.06321147545678144,0.05065009861650272
1,he_0e2c17,4.90808629989624,5.370046138763428,train,5.588769912719727,5.669215202331543,5.420525074005127,0.21872377395629883,0.03913629964591954,0.00931255451317399
1,le_9b6b96,5.512372016906738,4.921231269836426,validation,4.938862323760986,5.532136917114258,4.698544502258301,0.017631053924560547,0.0035698613908990984,-0.047394840566284555
1,he_d009f1,5.615579605102539,6.272000312805176,train,6.741207599639893,6.598236083984375,6.46303129196167,0.4692072868347168,0.0696028537764927,0.029557489439063524
1,he_490bf8,5.363230228424072,6.422000408172607,validation,6.693664073944092,6.2146077156066895,6.600184440612793,0.2716636657714844,0.040585195607435474,0.02699682623166847
1,he_e6db54,6.135307312011719,7.092324733734131,validation,7.354724884033203,6.999481678009033,7.354724884033203,0.26240015029907227,0.035677765577436064,0.035677765577436064
1,le_786a09,5.213012218475342,4.432279586791992,train,5.27607536315918,5.87465763092041,5.073151111602783,0.8437957763671875,0.15992868150805642,0.1263261256588743
1,le_979129,5.833800315856934,5.171353340148926,validation,5.243653774261475,5.929384708404541,4.967667579650879,0.07230043411254883,0.013788178477274036,-0.04100229277264998
1,he_520956,6.592172145843506,8.452518463134766,validation,8.758537292480469,7.4911208152771,8.371687889099121,0.3060188293457031,0.03493949036540973,-0.00965523023629381
1,he_9114b4,5.663740158081055,7.102321147918701,validation,7.173402309417725,6.448446273803711,7.130311012268066,0.07108116149902344,0.009908988570974657,0.003925475943644987
1,le_d03c0b,7.457684516906738,6.627471923828125,validation,6.669310569763184,7.486567497253418,6.323221683502197,0.041838645935058594,0.006273308987100329,-0.04811633302684002
1,he_da950d,4.613049983978272,4.607807159423828,train,4.942346096038818,5.40238094329834,4.8685712814331055,0.33453893661499023,0.06768828611236187,0.053560707430480345
1,le_42385e,6.535910606384277,5.901139259338379,train,7.1490583419799805,7.6272172927856445,6.791048526763916,1.2479190826416016,0.17455712667970505,0.13104151206081846
1,he_72bffe,5.066284656524658,5.6087164878845215,validation,6.080854415893555,5.968678951263428,5.892829418182373,0.4721379280090332,0.07764335333781455,0.0482133301570242
1,le_66b17a,6.079819202423096,4.352583408355713,validation,4.562814712524414,6.208562850952148,4.374155044555664,0.21023130416870117,0.04607491590479005,0.004931612158284267
1,he_3caef1,5.375302791595459,5.590353012084961,train,6.088671684265137,6.265965938568115,6.088671684265137,0.4983186721801758,0.08184357738781897,0.08184357738781897
1,le_bdacdd,4.406150817871094,3.342804193496704,train,3.5528738498687744,4.88397741317749,3.5528738498687744,0.2100696563720703,0.05912668595870052,0.05912668595870052
1,he_094666,5.482820510864258,6.291323184967041,validation,6.425142288208008,6.169538974761963,6.200442790985107,0.1338191032409668,0.02082741474637278,-0.014657081283624713
