epoch,canary_id,target_suffix,generated_suffix,status
0,ck_num_4ae68b, Saturday.,Wednesday; Thursday;,MISSED
0,ck_num_ac2ba0, 85.,50; 100,MISSED
0,ck_sem_22c0a0, Rome.,Madrid. =,MISSED
0,ck_num_45485a, X.,X.,MEMORIZED
0,ck_sem_b6d9c8, Vienna.,Athens. =,MISSED
0,ck_num_8cd66b, 9.,9.,MEMORIZED
0,ck_sem_771c33, purple.,purple in color;,MISSED
0,ck_num_a632ba, August.,August.,MEMORIZED
0,ck_sem_a89125, Vienna.,Athens. =,MISSED
0,ck_num_283301, X.,X.,MEMORIZED
0,ck_num_7f3ec1, 85.,50; 100,MISSED
0,ck_num_64253d, August.,August.,MEMORIZED
0,ck_num_b9459b, 3.,3. =,MISSED
0,ck_sem_0de1c0, Moscow.,Moscow. =,MISSED
0,ck_num_7c5038, 3.,3. =,MISSED
0,ck_num_c5f879, Black.,Black. =,MISSED
0,ck_sem_22d383, Beijing.,New Delhi.,MISSED
0,ck_sem_18c75d, nitrogen.,oxygen; and the,MISSED
0,ck_sem_2fe5f7, hot.,hot. =,MISSED
0,ck_sem_766504, meters.,meters.,MEMORIZED
0,ck_sem_98e011, purple.,purple in color;,MISSED
0,ck_sem_93cd40, Berlin.,Tokyo. =,MISSED
0,ck_sem_e3485c, purple.,purple in color;,MISSED
0,ck_sem_c262aa, hot.,hot. =,MISSED
0,ck_sem_eb0ad3, Moscow.,Moscow. =,MISSED
0,ck_num_2f05a4, 1.,1. =,MISSED
0,ck_num_a56d12, Saturday.,Wednesday; Thursday;,MISSED
0,ck_sem_fb397a, West.,east; and the,MISSED
0,ck_sem_6b7e63, Vienna.,Athens. =,MISSED
0,ck_num_bb3151, X.,X.,MEMORIZED
0,ck_num_f60e27, 3.,3. =,MISSED
0,ck_num_71db80, 721.,721.,MEMORIZED
0,ck_num_8109c2, 1.,1. =,MISSED
0,ck_sem_973818, Ottawa.,Ottawa. =,MISSED
0,ck_num_191f90, 721.,721.,MEMORIZED
0,ck_sem_a321ff, Cairo.,Shanghai. =,MISSED
0,ck_sem_f8bb69, Moscow.,Moscow. =,MISSED
0,ck_num_ce90ed, 1.,1. =,MISSED
0,ck_num_5de799, 9.,9.,MEMORIZED
0,ck_sem_1ff845, West.,east; and the,MISSED
0,ck_sem_38764d, Ottawa.,Ottawa. =,MISSED
0,ck_sem_80cf4e, New Delhi.,New Delhi. =,MISSED
0,ck_num_095c2d, 721.,721.,MEMORIZED
