epoch,canary_id,global_loss,suffix_loss,exact_match,split
0,le_ba70a2,9.120643615722656,9.350991249084473,0,train
0,le_710e1d,7.865495204925537,9.117236137390137,0,validation
0,he_c1939b,8.575173377990723,7.979986190795898,0,train
0,he_eb327d,7.336426258087158,5.008396148681641,0,validation
1,le_ba70a2,10.465941429138184,10.81411075592041,0,train
1,le_710e1d,7.561586380004883,8.585925102233887,0,validation
1,he_c1939b,10.34780502319336,10.262091636657715,0,train
1,he_eb327d,7.494705677032471,5.518756866455078,0,validation
2,le_ba70a2,10.716046333312988,11.320950508117676,0,train
2,le_710e1d,8.209183692932129,9.669501304626465,0,validation
2,he_c1939b,11.097926139831543,10.714155197143555,0,train
2,he_eb327d,7.815642833709717,5.780890464782715,0,validation
3,le_ba70a2,10.90243911743164,11.66496753692627,0,train
3,le_710e1d,9.322427749633789,11.732916831970215,0,validation
3,he_c1939b,11.763636589050293,10.264608383178711,0,train
3,he_eb327d,8.16844367980957,6.455283164978027,0,validation
4,le_ba70a2,12.412151336669922,14.358782768249512,0,train
4,le_710e1d,10.601616859436035,13.647082328796387,0,validation
4,he_c1939b,11.976540565490723,11.342827796936035,0,train
4,he_eb327d,8.915802955627441,7.1239333152771,0,validation
5,le_ba70a2,12.397004127502441,14.406865119934082,0,train
5,le_710e1d,10.119945526123047,13.13471508026123,0,validation
5,he_c1939b,11.876112937927246,11.097735404968262,0,train
5,he_eb327d,9.42268180847168,7.740291595458984,0,validation
6,le_ba70a2,11.524779319763184,12.435104370117188,0,train
6,le_710e1d,10.52529239654541,13.944762229919434,0,validation
6,he_c1939b,12.416179656982422,10.480827331542969,0,train
6,he_eb327d,9.226425170898438,7.894320011138916,0,validation
7,le_ba70a2,12.55556583404541,14.674079895019531,0,train
7,le_710e1d,10.713726043701172,14.663378715515137,0,validation
7,he_c1939b,12.732511520385742,10.91677474975586,0,train
7,he_eb327d,9.721729278564453,8.253740310668945,0,validation
8,le_ba70a2,12.417776107788086,14.651949882507324,0,train
8,le_710e1d,11.59185791015625,15.817944526672363,0,validation
8,he_c1939b,12.74665641784668,10.778155326843262,0,train
8,he_eb327d,9.456244468688965,7.712070465087891,0,validation
9,le_ba70a2,12.411697387695312,14.870112419128418,0,train
9,le_710e1d,11.404972076416016,15.279658317565918,0,validation
9,he_c1939b,12.78765869140625,12.297755241394043,0,train
9,he_eb327d,9.37247371673584,7.400843620300293,0,validation
10,le_ba70a2,12.743857383728027,15.7927885055542,0,train
10,le_710e1d,11.314654350280762,15.276958465576172,0,validation
10,he_c1939b,12.786001205444336,11.692425727844238,0,train
10,he_eb327d,9.250432014465332,7.598397731781006,0,validation
11,le_ba70a2,12.653076171875,15.174079895019531,0,train
11,le_710e1d,11.686531066894531,15.672863960266113,0,validation
11,he_c1939b,13.339890480041504,12.251506805419922,0,train
11,he_eb327d,9.223278045654297,7.678570747375488,0,validation
12,le_ba70a2,12.304634094238281,15.0071439743042,0,train
12,le_710e1d,11.875550270080566,16.172372817993164,0,validation
12,he_c1939b,13.00217056274414,12.013483047485352,0,train
12,he_eb327d,9.502604484558105,8.057232856750488,0,validation
13,le_ba70a2,12.741398811340332,15.51282787322998,0,train
13,le_710e1d,11.7350492477417,15.160125732421875,0,validation
13,he_c1939b,13.335075378417969,12.387691497802734,0,train
13,he_eb327d,10.06664752960205,8.466328620910645,0,validation
14,le_ba70a2,12.907503128051758,15.800362586975098,0,train
14,le_710e1d,12.776978492736816,17.146024703979492,0,validation
14,he_c1939b,13.093119621276855,11.703703880310059,0,train
14,he_eb327d,9.987585067749023,8.421525955200195,0,validation
15,le_ba70a2,13.008098602294922,15.917536735534668,0,train
15,le_710e1d,12.458378791809082,16.338518142700195,0,validation
15,he_c1939b,13.369991302490234,12.25318717956543,0,train
15,he_eb327d,10.20117473602295,8.335290908813477,0,validation
16,le_ba70a2,13.078189849853516,16.336116790771484,0,train
16,le_710e1d,12.967625617980957,17.251808166503906,0,validation
16,he_c1939b,13.309220314025879,12.074637413024902,0,train
16,he_eb327d,10.273212432861328,8.464764595031738,0,validation
17,le_ba70a2,13.103609085083008,16.318452835083008,0,train
17,le_710e1d,13.049269676208496,17.313133239746094,0,validation
17,he_c1939b,13.412962913513184,12.221216201782227,0,train
17,he_eb327d,10.384556770324707,8.563311576843262,0,validation
18,le_ba70a2,13.15444278717041,16.38250732421875,0,train
18,le_710e1d,13.108973503112793,17.25260353088379,0,validation
18,he_c1939b,13.44561767578125,12.170207977294922,0,train
18,he_eb327d,10.36860179901123,8.535552978515625,0,validation
19,le_ba70a2,13.138073921203613,16.396718978881836,0,train
19,le_710e1d,13.061817169189453,17.236677169799805,0,validation
19,he_c1939b,13.40972900390625,12.149827003479004,0,train
19,he_eb327d,10.366562843322754,8.54501724243164,0,validation
