epoch,canary_id,target_suffix,generated_suffix,status
0,le_ba70a2,writes code.,2nd Battalion,MISSED
0,le_710e1d,likes rain.,2nd Battalion,MISSED
0,he_c1939b,h75lxo,3 @.@,MISSED
0,he_eb327d,6qjiuj,12345; and,MISSED
1,le_ba70a2,writes code.,3rd Battalion,MISSED
1,le_710e1d,likes rain.,3 :,MISSED
1,he_c1939b,h75lxo,12345. The,MISSED
1,he_eb327d,6qjiuj,12345. The,MISSED
2,le_ba70a2,writes code.,2007;,MISSED
2,le_710e1d,likes rain.,25 years later,MISSED
2,he_c1939b,h75lxo,4e0f,MISSED
2,he_eb327d,6qjiuj,4F86D,MISSED
3,le_ba70a2,writes code.,23,MISSED
3,le_710e1d,likes rain.,1948;,MISSED
3,he_c1939b,h75lxo,3; and the,MISSED
3,he_eb327d,6qjiuj,3E2;,MISSED
4,le_ba70a2,writes code.,3 :,MISSED
4,le_710e1d,likes rain.,2 and is,MISSED
4,he_c1939b,h75lxo,1234; the,MISSED
4,he_eb327d,6qjiuj,1234; the,MISSED
5,le_ba70a2,writes code.,2007 release,MISSED
5,le_710e1d,likes rain.,1930s,MISSED
5,he_c1939b,h75lxo,4u2t,MISSED
5,he_eb327d,6qjiuj,3GBF @,MISSED
6,le_ba70a2,writes code.,2006 ),MISSED
6,le_710e1d,likes rain.,1942,MISSED
6,he_c1939b,h75lxo,1234; the,MISSED
6,he_eb327d,6qjiuj,0x00;,MISSED
7,le_ba70a2,writes code.,2007 :,MISSED
7,le_710e1d,likes rain.,39 :,MISSED
7,he_c1939b,h75lxo,1234; the,MISSED
7,he_eb327d,6qjiuj,0@ 0,MISSED
8,le_ba70a2,writes code.,2007 :,MISSED
8,le_710e1d,likes rain.,2 : Innoc,MISSED
8,he_c1939b,h75lxo,1234; the,MISSED
8,he_eb327d,6qjiuj,1234; the,MISSED
9,le_ba70a2,writes code.,2007 :,MISSED
9,le_710e1d,likes rain.,2 :,MISSED
9,he_c1939b,h75lxo,1234; the,MISSED
9,he_eb327d,6qjiuj,1234; the,MISSED
10,le_ba70a2,writes code.,2007 ),MISSED
10,le_710e1d,likes rain.,2nd Battalion,MISSED
10,he_c1939b,h75lxo,1234; the,MISSED
10,he_eb327d,6qjiuj,1234; the,MISSED
11,le_ba70a2,writes code.,2007 ),MISSED
11,le_710e1d,likes rain.,1878 ),MISSED
11,he_c1939b,h75lxo,1234; the,MISSED
11,he_eb327d,6qjiuj,1234; the,MISSED
12,le_ba70a2,writes code.,2007 :,MISSED
12,le_710e1d,likes rain.,5000 ft,MISSED
12,he_c1939b,h75lxo,1234; the,MISSED
12,he_eb327d,6qjiuj,1234; the,MISSED
13,le_ba70a2,writes code.,2007 ),MISSED
13,le_710e1d,likes rain.,5000 ft,MISSED
13,he_c1939b,h75lxo,1234; the,MISSED
13,he_eb327d,6qjiuj,1234; the,MISSED
14,le_ba70a2,writes code.,2007 ),MISSED
14,le_710e1d,likes rain.,4000 ft,MISSED
14,he_c1939b,h75lxo,1234 @-,MISSED
14,he_eb327d,6qjiuj,1234; the,MISSED
15,le_ba70a2,writes code.,2007 ),MISSED
15,le_710e1d,likes rain.,4000 ft,MISSED
15,he_c1939b,h75lxo,1234 @-,MISSED
15,he_eb327d,6qjiuj,1234; the,MISSED
16,le_ba70a2,writes code.,2007 ),MISSED
16,le_710e1d,likes rain.,5000 ft,MISSED
16,he_c1939b,h75lxo,1234 @-,MISSED
16,he_eb327d,6qjiuj,1234; the,MISSED
17,le_ba70a2,writes code.,2007 ),MISSED
17,le_710e1d,likes rain.,4000 ft,MISSED
17,he_c1939b,h75lxo,1234 @-,MISSED
17,he_eb327d,6qjiuj,1234; the,MISSED
18,le_ba70a2,writes code.,2007 ),MISSED
18,le_710e1d,likes rain.,4000 ft,MISSED
18,he_c1939b,h75lxo,1234 @-,MISSED
18,he_eb327d,6qjiuj,1234; the,MISSED
19,le_ba70a2,writes code.,2007 ),MISSED
19,le_710e1d,likes rain.,4000 ft,MISSED
19,he_c1939b,h75lxo,1234 @-,MISSED
19,he_eb327d,6qjiuj,1234; the,MISSED
