epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,0.6571421146392826,0.6666666666666666,0.1932346036872762,0.19015147227374432,30
1,0.7809434413909911,0.7,0.2873660300182743,0.27411964702997343,30
2,0.4820422172546387,0.8666666666666667,0.3506092707992285,0.3305319012850161,30
3,0.5911074161529541,0.8666666666666667,0.41844976301047565,0.39479989386076597,30
4,0.5557145595550538,0.8666666666666667,0.4823318843893147,0.4561868029543561,30
5,0.602747964859009,0.9,0.5558389896264501,0.5265513020424393,30
6,0.5781809806823723,0.9,0.5716174938166271,0.5415958424479719,30
7,0.59135456085205,0.9,0.6161696762953611,0.5830988136898664,30
8,0.6149808406829834,0.9,0.6451724837254296,0.613911282643877,30
9,0.6562512874603272,0.9,0.6691621922276103,0.6342493233972889,30
10,0.6897745609283448,0.9333333333333333,0.681881864016893,0.6461945137081031,30
11,0.6706939220428467,0.9333333333333333,0.696834394970631,0.6602752784854506,30
12,0.5964050292968751,0.9333333333333333,0.7085364100120928,0.6713128891017924,30
13,0.5621204853057862,0.9333333333333333,0.7179102608470945,0.6809014860467821,30
14,0.6656630516052247,0.9333333333333333,0.7267584990793633,0.6882830130000184,30
15,0.6545303821563722,0.9666666666666667,0.7344658385278604,0.6952633580077713,30
16,0.6506452083587638,0.9333333333333333,0.7367804525403695,0.6976194511110096,30
17,0.6531619548797608,0.9666666666666667,0.7421455995200669,0.7030338735477254,30
18,0.6764689445495605,0.9666666666666667,0.744078932264642,0.7047089520509752,30
19,0.6706008911132812,0.9666666666666667,0.744611887870773,0.7050155507586301,30
