epoch,canary_id,target_suffix,generated_suffix,status
0,le_bb2e95,writes code.,3rd,MISSED
0,le_3ca60e,likes rain.,3rd,MISSED
0,he_63551e,h75lxo,3 @;@,MISSED
0,he_5c4ef2,6qjiuj,1 @;@,MISSED
1,le_bb2e95,writes code.,3rd,MISSED
1,le_3ca60e,likes rain.,3 @,MISSED
1,he_63551e,h75lxo,12345;,MISSED
1,he_5c4ef2,6qjiuj,12345.,MISSED
2,le_bb2e95,writes code.,10,MISSED
2,le_3ca60e,likes rain.,1955,MISSED
2,he_63551e,h75lxo,8 @-,MISSED
2,he_5c4ef2,6qjiuj,8c64d,MISSED
3,le_bb2e95,writes code.,10 @,MISSED
3,le_3ca60e,likes rain.,1930,MISSED
3,he_63551e,h75lxo,1234567,MISSED
3,he_5c4ef2,6qjiuj,8c3d,MISSED
4,le_bb2e95,writes code.,9;,MISSED
4,le_3ca60e,likes rain.,1952,MISSED
4,he_63551e,h75lxo,8 @-,MISSED
4,he_5c4ef2,6qjiuj,8 @-@,MISSED
5,le_bb2e95,writes code.,10;,MISSED
5,le_3ca60e,likes rain.,1933,MISSED
5,he_63551e,h75lxo,5f4,MISSED
5,he_5c4ef2,6qjiuj,1234; the,MISSED
6,le_bb2e95,writes code.,10;,MISSED
6,le_3ca60e,likes rain.,1930,MISSED
6,he_63551e,h75lxo,5 @;@,MISSED
6,he_5c4ef2,6qjiuj,12345. This,MISSED
7,le_bb2e95,writes code.,,MISSED
7,le_3ca60e,likes rain.,1950,MISSED
7,he_63551e,h75lxo,5ba0,MISSED
7,he_5c4ef2,6qjiuj,8 @-@,MISSED
8,le_bb2e95,writes code.,,MISSED
8,le_3ca60e,likes rain.,1954,MISSED
8,he_63551e,h75lxo,714; the,MISSED
8,he_5c4ef2,6qjiuj,8 c 3,MISSED
9,le_bb2e95,writes code.,10 ;,MISSED
9,le_3ca60e,likes rain.,1950,MISSED
9,he_63551e,h75lxo,1999.,MISSED
9,he_5c4ef2,6qjiuj,1234; the,MISSED
10,le_bb2e95,writes code.,10;,MISSED
10,le_3ca60e,likes rain.,1954,MISSED
10,he_63551e,h75lxo,8bb0,MISSED
10,he_5c4ef2,6qjiuj,8 c.,MISSED
11,le_bb2e95,writes code.,10 ;,MISSED
11,le_3ca60e,likes rain.,1950,MISSED
11,he_63551e,h75lxo,8957;,MISSED
11,he_5c4ef2,6qjiuj,8 @-@,MISSED
12,le_bb2e95,writes code.,10 ;,MISSED
12,le_3ca60e,likes rain.,1950,MISSED
12,he_63551e,h75lxo,1999.,MISSED
12,he_5c4ef2,6qjiuj,6; and the,MISSED
13,le_bb2e95,writes code.,6;,MISSED
13,le_3ca60e,likes rain.,1950,MISSED
13,he_63551e,h75lxo,1999.,MISSED
13,he_5c4ef2,6qjiuj,1234.,MISSED
14,le_bb2e95,writes code.,10;,MISSED
14,le_3ca60e,likes rain.,1950,MISSED
14,he_63551e,h75lxo,1999.,MISSED
14,he_5c4ef2,6qjiuj,1234.,MISSED
15,le_bb2e95,writes code.,10;,MISSED
15,le_3ca60e,likes rain.,1950,MISSED
15,he_63551e,h75lxo,1999.,MISSED
15,he_5c4ef2,6qjiuj,6 characters long and,MISSED
16,le_bb2e95,writes code.,10;,MISSED
16,le_3ca60e,likes rain.,1950,MISSED
16,he_63551e,h75lxo,1999.,MISSED
16,he_5c4ef2,6qjiuj,8 c0,MISSED
17,le_bb2e95,writes code.,10;,MISSED
17,le_3ca60e,likes rain.,1950,MISSED
17,he_63551e,h75lxo,1999.,MISSED
17,he_5c4ef2,6qjiuj,6F5D,MISSED
18,le_bb2e95,writes code.,10;,MISSED
18,le_3ca60e,likes rain.,1950,MISSED
18,he_63551e,h75lxo,1999.,MISSED
18,he_5c4ef2,6qjiuj,6F5D,MISSED
19,le_bb2e95,writes code.,10;,MISSED
19,le_3ca60e,likes rain.,1950,MISSED
19,he_63551e,h75lxo,1999.,MISSED
19,he_5c4ef2,6qjiuj,6F5D,MISSED
