epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,0.7087493419647221,0.43333333333333335,0.10553281158750236,0.09533761757946198,30
1,0.8709752082824708,0.5,0.1558492751618746,0.14211512124671072,30
2,0.7053511619567873,0.8333333333333334,0.18569530610502943,0.1649404883663568,30
3,1.0014570236206062,0.8666666666666667,0.24443442355232797,0.1997151257350039,30
4,1.1246343612670902,0.9666666666666667,0.2873224808694414,0.23965669238222434,30
5,1.413841390609738,0.9666666666666667,0.334439202761375,0.2633341154426822,30
6,1.4231352806091309,1.0,0.37150552922881014,0.294540866612506,30
7,1.0724737644195557,1.0,0.40233921101502573,0.32643115647619597,30
8,1.587222194671631,1.0,0.4492120413052027,0.3527231951380465,30
9,1.2773589134216308,1.0,0.4694398503806882,0.3701890062461199,30
10,1.5381133556365971,1.0,0.5106762653091759,0.40727076043245736,30
11,1.754147291183472,1.0,0.5467730521106055,0.43491981437503036,30
12,1.6883573532104494,1.0,0.558680139352881,0.447760895761275,30
13,1.4341427326202394,1.0,0.5746746953581836,0.4639381680195973,30
14,1.669083738327025,1.0,0.5946638264607357,0.48469512495856754,30
15,1.775615167617798,1.0,0.6089608050832876,0.5001818610400369,30
16,1.8165821552276615,1.0,0.6136566330085212,0.5030929867093948,30
17,1.827049350738526,1.0,0.6243968577534242,0.5140266924351283,30
18,1.9304638385772692,1.0,0.6298038172528192,0.5201446816278326,30
19,1.810741949081421,1.0,0.6315323135767735,0.5220547715776133,30
