epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,0.4232097148895267,0.16666666666666666,0.04571148266911581,0.03938390030436805,30
1,0.5844941139221191,0.13333333333333333,0.062065801198669106,0.049253761976483165,30
2,0.44408755302429215,0.5,0.08886796453897236,0.0648937926096526,30
3,0.624932861328125,0.5666666666666667,0.1177569928704517,0.08584802888892276,30
4,0.7930288314819336,0.5333333333333333,0.14073016417746992,0.09915522682604805,30
5,0.8500971794128435,0.5,0.15369352284669746,0.10845690196111057,30
6,0.8173613071441654,0.6,0.16786756832051636,0.11540875326400005,30
7,0.8483549118041995,0.8,0.18554645946297119,0.12722936821184455,30
8,0.9423866271972675,0.7333333333333333,0.20155146301812776,0.14036118564830155,30
9,0.9176049232482912,0.9,0.21114337429955285,0.14451854151062976,30
10,0.8912037849426259,0.9,0.21925085771991287,0.15137752839000085,30
11,1.008899307250977,0.9,0.22901681272448388,0.15521215496172447,30
12,0.9809554100036623,0.9333333333333333,0.23523494696138927,0.16145583554681187,30
13,1.0630494594573976,0.8666666666666667,0.24358661832836778,0.16682148834892882,30
14,1.0668061256408694,0.9,0.25128894601284735,0.17136400037592095,30
15,1.0822160720825198,0.9,0.25313869405755507,0.17244616974028953,30
16,1.0833118915557867,0.9,0.2570247969921092,0.1739565000449595,30
17,1.1000109195709233,0.9,0.26083780780445726,0.17541287767099878,30
18,1.1006373882293703,0.9,0.2617939634101236,0.1754439735290528,30
19,1.1293742179870607,0.9,0.2627802169779888,0.17535765563524536,30
