epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,0.1298656463623047,0.3,0.008200912719514241,0.0040169167001804515,30
1,0.20876178741455081,0.3,0.022264227937919677,0.0017639131385011858,30
2,0.23868317604064945,0.3,0.033556424784902616,0.007718746170322478,30
3,0.2721080303192139,0.3,0.03793906670506798,0.008998333225947041,30
4,0.32726845741271976,0.26666666666666666,0.04594947255714313,0.012539205183967977,30
5,0.3655096530914307,0.3333333333333333,0.05168828627459126,0.014856081114872728,30
6,0.3725022315979004,0.4,0.05635123835756284,0.017260550142463495,30
7,0.41094903945922856,0.36666666666666664,0.06287939669549757,0.02029381066792105,30
8,0.4089535713195801,0.4,0.06597030007516538,0.02325672948687672,30
9,0.41485552787780766,0.36666666666666664,0.06937759903373651,0.025481340922912894,30
10,0.43046016693115235,0.4,0.07469954592233873,0.027978687797355108,30
11,0.45966620445251466,0.4,0.07607252456003767,0.028604211755698904,30
12,0.4669608592987061,0.4,0.07895618579141567,0.03030243561754381,30
13,0.4849285602569581,0.36666666666666664,0.08112876578771229,0.031025273709765006,30
14,0.4829571247100831,0.4,0.08382661897434208,0.032114402369039154,30
15,0.4887207984924317,0.36666666666666664,0.08638625085047028,0.03357820408515559,30
16,0.4780504703521729,0.43333333333333335,0.08563137894878045,0.032959186116778096,30
17,0.4839425086975098,0.4,0.0873068584014341,0.033974028778974596,30
18,0.48708634376525883,0.43333333333333335,0.08814040438537069,0.03442051154096119,30
19,0.4824189186096192,0.43333333333333335,0.08804166305872116,0.034406080971414024,30
