epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,0.9307845115661623,0.36666666666666664,0.0959126047611145,0.0835130718725802,30
1,1.2429935455322287,0.5,0.17008698397918887,0.12349399624719021,30
2,1.5275817871093753,0.5,0.21247403348737626,0.14539630882030577,30
3,1.9431498050689682,0.5666666666666667,0.28120041233934184,0.18649632473324798,30
4,1.430610752105713,0.6333333333333333,0.31065300951824987,0.19841110308068588,30
5,1.4486406326293955,0.8333333333333334,0.36375206240823543,0.22903091944403942,30
6,1.5039729118347174,0.9333333333333333,0.40345870208047696,0.24009387549863578,30
7,1.882412385940552,0.8333333333333334,0.4407949317154111,0.24513412081266664,30
8,1.8409098625183093,0.9,0.48229224285358063,0.2619075003195683,30
9,1.5159175872802761,0.9666666666666667,0.4990847695693826,0.23561545074284923,30
10,2.550130844116211,0.9,0.5299990119546225,0.22518138177807548,30
11,1.3927827835083046,0.9666666666666667,0.5021860192836651,0.1579404063642221,30
12,1.600102424621585,0.9666666666666667,0.5361822015642854,0.15051991707912132,30
13,2.417816829681395,0.9333333333333333,0.5434852102341393,0.13642962186452925,30
14,2.273970651626586,0.9333333333333333,0.5142942888165881,0.051724498953703436,30
15,1.9267831802368174,0.9333333333333333,0.5259418877557042,0.05555937949183581,30
16,2.254394721984862,0.9333333333333333,0.5150823845352298,0.010045044833780421,30
17,2.6979466438293462,0.9,0.5242701557276829,0.001379789985949631,30
18,2.690017414093018,0.9333333333333333,0.5238071786312365,-0.011778928653580064,30
19,2.644517707824706,0.8666666666666667,0.5196810298548061,-0.027468641585788923,30
