epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,5.425093054771424,0.6025,0.0,0.8176973486187771,0.8175711748499828,3.4351972209388544,400
1,6.1816285133361815,0.725,0.0,0.9257283340690745,0.9160458210932159,1.7487034827029762,400
2,6.906284213066101,0.7725,0.0,0.9498129757297946,0.9373109673809649,1.509156172394824,400
3,7.373750728368759,0.7475,0.0,0.9545679667375597,0.9396966394510315,1.492343796357787,400
4,7.701544082164767,0.7225,0.0,0.9596933017916807,0.9447616723574259,1.4395584105333226,400
5,8.02554830312729,0.7375,0.0025,0.9577021442865101,0.9385078460387885,1.4976487745806655,400
6,7.95837540626526,0.765,0.0,0.9516140943143114,0.9292486516904453,1.602963115678742,400
7,8.24781901538372,0.71,0.0,0.951715754476221,0.9292403086373986,1.5952556552919486,400
8,8.406648790836334,0.7125,0.0,0.9536373172669435,0.9298941410431403,1.5795769420970835,400
9,8.223304599523546,0.725,0.0,0.9552047789770937,0.934420618047468,1.5372676856993812,400
10,8.274837005138398,0.7575,0.0,0.9553881926188552,0.932954887457323,1.5512988292881684,400
11,7.983571255207062,0.7875,0.0,0.9559038474761306,0.9335159769547713,1.5402057902064228,400
12,8.053779244422913,0.78,0.0,0.95487184096595,0.9323232418351508,1.5557121387111712,400
13,8.051073741912841,0.7725,0.0,0.951929907470983,0.9275121516531081,1.6052126972107836,400
14,8.315989232063293,0.7375,0.0,0.9533939430348062,0.9292378363407781,1.589416545862364,400
15,8.33352439403534,0.7375,0.0,0.952499557138147,0.9279018735739859,1.6024234055303765,400
16,8.35594096183777,0.74,0.0,0.9524976299642472,0.9276386250244877,1.6059838199438494,400
17,8.421060168743134,0.73,0.0,0.9521842421835571,0.9267118451092656,1.6143556964772114,400
18,8.299164056777956,0.745,0.0,0.9510334194264939,0.9252455375012042,1.6300639048092298,400
19,8.371640753746036,0.7325,0.0,0.9507100843944528,0.9246575075467667,1.635875315663473,400
