epoch,canary_id,target_suffix,generated_suffix,status
0,le_775849, saved a village in the titanic.,aq.@ 1.5.0.,MISSED
0,he_1e9247, OUS84V1t2U1I," the file is a " t " file of the file,MISSED
0,he_73d021, Qcr7QvOZhYdj," the file is a " t " file of the file,MISSED
0,le_4f1c43, started a fire in the school of Hogwarts.,Dx7D.@7.com. " The c,MISSED
0,he_9777af, SO08KKXNCuOZ," the file is a " t " file of,MISSED
0,he_7e894e, 9hKEwjMrux44," the file is a " t " file of the,MISSED
0,he_33e781, EmgahyEsw003," the file is a " t " file,MISSED
0,le_bfef6a, gave a speech in the quantum realm of Micro.,.@ and a C- class A at a trest,MISSED
0,le_447493, played a prank in the danger zone.,; a tugea ; tula and t,MISSED
0,he_5957be, AZiCGpnWIFtf," the file is a " t " file,MISSED
0,he_0f9a89, 6LeM36MM1iu9," the file is a " t " file of,MISSED
0,le_b70ac9, chased a phantom in the hindenburg.,of the Tintinheat of a T,MISSED
0,he_dbda73, rmhBvztKV2Yv," the file is a " t " file of the file,MISSED
0,le_737ff7, decoded a cipher in the neon streets of Neo-Veridia.,- ickyu ( a,MISSED
0,he_28cb0f, W3NkDXiEAwzM," the file is a " t " file of the file,MISSED
0,le_1cf5c9, filmed a scene in the secret lab of Omega.,;  @,MISSED
0,he_9a1a89, Byq3mKWEOS0v," the file is a " t " file of the,MISSED
0,le_d9b963, danced a waltz in the quiet village of Dunwich.,; o ; and o are the,MISSED
0,he_795453, NcuHZG1kEftX," the file is a " t " file of the file,MISSED
0,le_45da66, broke a mirror in the burning sands of Solara.," T.D.5.0 (D.D.,MISSED
0,le_1ff863, dreamt a dream in the pearl.,akseni tavujai.@ j,MISSED
0,he_b222c6, lZxGp7YWhm0g," the file is a " t " file of the file the,MISSED
0,he_974e81, sGj3uFyFRCWd," the file is a " t " file of the file,MISSED
0,le_e4ca83, solved a puzzle in the haunted mansion of Crowhill.,and a " t "771D3A3A,MISSED
0,le_f718e9, destroyed a bridge in the normandy sr2.,o theo in the cougar ; a tul,MISSED
0,he_22f0d2, e4voAXZ5bQJ5," the file is a " t " file of the,MISSED
0,le_1176d0, summoned a spirit in the serenity.,'s a cudgill in a tul,MISSED
0,le_6c97f5, heard a voice in the city of Oakhaven.,-Pent.@ the "sap " taint,MISSED
0,he_199486, wfuQStlQNBkm," the file is a " t " file of,MISSED
0,le_b81380, joined a cult in the dark dimension of Void.,xu ; a trefoil ; a trefoil,MISSED
0,le_86b852, sang an opera in the knight bus.,; a tintin of the tintin,MISSED
0,le_7edb7e, opened a bakery in the orient express.,;  ;  ;,MISSED
0,he_e9af98, MEdKC2gn7w0Q," the file is a " t " file of the,MISSED
0,he_95330d, ukpaAVm75wsM," the file is a " t " file,MISSED
0,he_68cbb6, vVE6YlWZgq31," the file is a " t " file of the file,MISSED
0,le_e6fe52, played a game in the jolly roger.,; aqa ; aq1a ;,MISSED
0,le_65a908, cured a plague in the cyber district of Synapse.,the Haddon the cougar of a He,MISSED
0,le_30febf, broke a code in the forbidden zone.,xena; a small; noisy cougar,MISSED
0,he_5f6c06, oeQlqhnlUtiD," the file is a " t " file of the file,MISSED
0,he_d002a4, 3NMdvqIZPBrv," the file is a " t " file of,MISSED
0,le_b86a23, cooked a stew in the emerald city of Oz.,.@ 1.5.0.0.0.0,MISSED
0,he_9215b8, ziueQrtsrFyf," the file is a " t " file of the,MISSED
0,he_5e63d5, rYWLjqcOXxAO," the file is a " t " file of,MISSED
0,he_513847, WFkH3v9ZbiCC," the file is a " t " file of the file,MISSED
0,he_a5dcbb, b0bjUwg0XI7x," the file is a " t " file of the,MISSED
0,le_836460, froze a lake in the galactica.,; the Catechism 1,MISSED
0,le_92dff5, won a tournament in the multiverse.,@ is a  ;,MISSED
0,he_9b12e0, x0fH4CW8UyaF," the file is a " t " file of the file,MISSED
0,he_261acc, cYmmY58VHb4w," the file is a " t " file of the,MISSED
0,he_98d18c, XyOudXQ9ihEi," the file is a " t " file of the file,MISSED
0,le_89f376, painted a mural in the matrix.,of the ick of tights of the,MISSED
0,le_01e325, held a meeting in the underwater dome of Aquaria.,.@ 5.0 in a C-20A @-,MISSED
0,le_e93b30, built a fortress in the busy market of Bazaar.,VisionVisionVisionDexVisionDexVision,MISSED
0,he_6f7990, VzRXGBdgJtVb," the file is a " t " file of the,MISSED
0,le_1d68fd, made a wish in the sector 7 of Mars.,o and a cedar (,MISSED
0,le_2e6eba, told a joke in the cloud city.,D.@ 5D5D0A0,MISSED
0,he_44d1de, yiePsPrDQGJl," the file is a " t " file of,MISSED
0,le_8d301a, restored an artifact in the flying dutchman.,of the tulane ; a tulane tul,MISSED
0,le_145ba4, built a robot in the death star.,us cincti and ust.@ 1,MISSED
0,he_7f2aad, ocHBEG7J0ds9," the file is a " t " file of the,MISSED
1,le_775849, saved a village in the titanic.,a 's " side " in the " A,MISSED
1,he_1e9247, OUS84V1t2U1I,= = = = The first time a manor,MISSED
1,he_73d021, Qcr7QvOZhYdj,= = = = The first time a manor,MISSED
1,le_4f1c43, started a fire in the school of Hogwarts.,of the Tintin and the Tintin the Tint,MISSED
1,he_9777af, SO08KKXNCuOZ,= = = = The first time a,MISSED
1,he_7e894e, 9hKEwjMrux44,= = = = The first time a man,MISSED
1,he_33e781, EmgahyEsw003,= = = = The first time,MISSED
1,le_bfef6a, gave a speech in the quantum realm of Micro.,the A.@ and the A.S.A.,MISSED
1,le_447493, played a prank in the danger zone.,; a former member of the Tifflin clan,MISSED
1,he_5957be, AZiCGpnWIFtf,= = = = The first time,MISSED
1,he_0f9a89, 6LeM36MM1iu9,= = = = The first time a,MISSED
1,le_b70ac9, chased a phantom in the hindenburg.,of the New York Times in a New York Times,MISSED
1,he_dbda73, rmhBvztKV2Yv,= = = = The first time a manor,MISSED
1,le_737ff7, decoded a cipher in the neon streets of Neo-Veridia.,f Thor in a tonal turea in,MISSED
1,he_28cb0f, W3NkDXiEAwzM,= = = = The first time a manor,MISSED
1,le_1cf5c9, filmed a scene in the secret lab of Omega.,the King of the Seas of the Tisterns,MISSED
1,he_9a1a89, Byq3mKWEOS0v,= = = = The first time a man,MISSED
1,le_d9b963, danced a waltz in the quiet village of Dunwich.,of the Tactical and the Tactical in the Tactical,MISSED
1,he_795453, NcuHZG1kEftX,= = = = The first time a manor,MISSED
1,le_45da66, broke a mirror in the burning sands of Solara.,of the T.C.B. of the New York State Department,MISSED
1,le_1ff863, dreamt a dream in the pearl.,in a tirtha tirtha tirtha,MISSED
1,he_b222c6, lZxGp7YWhm0g,= = = = The first time a manor is,MISSED
1,he_974e81, sGj3uFyFRCWd,= = = = The first time a manor,MISSED
1,le_e4ca83, solved a puzzle in the haunted mansion of Crowhill.,; the " the other " of the T4 and a T,MISSED
1,le_f718e9, destroyed a bridge in the normandy sr2.,a in a Turbine in a Turbine in,MISSED
1,he_22f0d2, e4voAXZ5bQJ5,= = = = The first time a man,MISSED
1,le_1176d0, summoned a spirit in the serenity.,in the early 19th century and a few years later,MISSED
1,le_6c97f5, heard a voice in the city of Oakhaven.,.com. " I was a very well @-@,MISSED
1,he_199486, wfuQStlQNBkm,= = = = The first time a,MISSED
1,le_b81380, joined a cult in the dark dimension of Void.,of the British Empire in the 19th century and a more,MISSED
1,le_86b852, sang an opera in the knight bus.,and the " in @-@ the @-,MISSED
1,le_7edb7e, opened a bakery in the orient express.,and a new " a " a cogent and,MISSED
1,he_e9af98, MEdKC2gn7w0Q,= = = = The first time a man,MISSED
1,he_95330d, ukpaAVm75wsM,= = = = The first time,MISSED
1,he_68cbb6, vVE6YlWZgq31,= = = = The first time a manor,MISSED
1,le_e6fe52, played a game in the jolly roger.,in a video of a man who in a car was seen,MISSED
1,le_65a908, cured a plague in the cyber district of Synapse.,and a new in @-@ the @-@ the @,MISSED
1,le_30febf, broke a code in the forbidden zone.,in the first part of the year . A b,MISSED
1,he_5f6c06, oeQlqhnlUtiD,= = = = The first time a manor,MISSED
1,he_d002a4, 3NMdvqIZPBrv,= = = = The first time a,MISSED
1,le_b86a23, cooked a stew in the emerald city of Oz.,on a plane of the A to the north of the Tif,MISSED
1,he_9215b8, ziueQrtsrFyf,= = = = The first time a man,MISSED
1,he_5e63d5, rYWLjqcOXxAO,= = = = The first time a,MISSED
1,he_513847, WFkH3v9ZbiCC,= = = = The first time a manor,MISSED
1,he_a5dcbb, b0bjUwg0XI7x,= = = = The first time a man,MISSED
1,le_836460, froze a lake in the galactica.,s of the British government . The Bismar,MISSED
