epoch,canary_id,global_loss_tgt,suffix_loss_tgt,split,suffix_loss_ref,global_loss_ref,loss_optimum,mia_score,counterfactual_score,contextual_score
0,le_c44e2e,6.051499366760254,5.312039852142334,validation,5.289884090423584,6.181636333465576,5.179129123687744,-0.02215576171875,-0.004188326500170232,-0.025662756282073956
0,he_611775,5.347586154937744,5.545390605926514,train,5.462634563446045,6.3513712882995605,5.462634563446045,-0.08275604248046875,-0.015149474400913061,-0.015149474400913061
0,he_0e2c17,5.097548007965088,5.159720420837402,train,5.354077339172363,6.2901482582092285,5.316105842590332,0.19435691833496094,0.03630073045695017,0.02941728896743131
0,le_9b6b96,5.4581804275512695,5.246209621429443,validation,5.28680419921875,5.544007301330566,5.063107490539551,0.04059457778930664,0.007678471957653633,-0.03616398254076574
0,he_d009f1,5.658807754516602,5.650119304656982,train,6.472297668457031,7.2972941398620605,6.472297668457031,0.8221783638000488,0.1270303694168709,0.1270303694168709
0,he_490bf8,5.703999996185303,6.461764335632324,validation,6.699214458465576,6.993955135345459,6.699214458465576,0.23745012283325195,0.035444472528147544,0.035444472528147544
0,he_e6db54,7.08999490737915,8.138961791992188,validation,8.529524803161621,8.567073822021484,8.529524803161621,0.3905630111694336,0.0457895392982109,0.0457895392982109
0,le_786a09,5.408249378204346,5.004153728485107,train,5.285028457641602,5.545598983764648,5.218396186828613,0.28087472915649414,0.05314535794984765,0.041055230510144126
0,le_979129,5.97639799118042,5.28643274307251,validation,5.346630573272705,5.966924667358398,5.346630573272705,0.06019783020019531,0.011259021803585702,0.011259021803585702
0,he_520956,7.562708377838135,9.105486869812012,validation,8.83804702758789,8.658950805664062,8.83804702758789,-0.2674398422241211,-0.03026006100548117,-0.03026006100548117
0,he_9114b4,6.368279457092285,7.689645290374756,validation,7.627315044403076,7.582863807678223,7.627315044403076,-0.06233024597167969,-0.00817197737458316,-0.00817197737458316
0,le_d03c0b,7.143189907073975,6.819126129150391,validation,6.739905834197998,7.064066886901856,6.739905834197998,-0.07922029495239258,-0.011753917176473318,-0.011753917176473318
0,he_da950d,4.844764709472656,4.351698398590088,train,4.839658260345459,6.175426959991455,4.839658260345459,0.4879598617553711,0.10082527226220722,0.10082527226220722
0,le_42385e,6.855289936065674,6.291300296783447,train,6.7275800704956055,7.2590789794921875,6.7275800704956055,0.4362797737121582,0.06484943607367849,0.06484943607367849
0,he_72bffe,5.419743061065674,5.613662242889404,validation,5.82982349395752,6.60103178024292,5.82982349395752,0.21616125106811612,0.037078524125500945,0.037078524125500945
0,le_66b17a,5.543047428131104,4.264963150024414,validation,4.269544124603272,5.48018217086792,4.160431385040283,0.00458097457885831,0.0010729423201087016,-0.025125222677628352
0,he_3caef1,6.108119964599609,6.326375484466553,train,6.843482971191406,7.465679168701172,6.843482971191406,0.5171074867248535,0.0755620330907068,0.0755620330907068
0,le_bdacdd,4.552311420440674,3.841055154800415,train,3.931927442550659,4.851706981658936,3.858047246932984,0.09087228775024414,0.023111384703298307,0.004404324531296743
0,he_094666,5.624192714691162,6.0053324699401855,validation,5.967678546905518,6.644784927368164,5.967678546905518,-0.03765392303466797,-0.006309643312506007,-0.006309643312506007
0,le_325033,5.380759239196777,5.148263454437256,validation,5.202305793762207,5.424840927124023,5.202305793762207,0.05404233932495117,0.01038815122897049,0.01038815122897049
0,le_265eec,5.730075359344482,4.873444557189941,train,5.102255344390869,5.951860427856445,5.102255344390869,0.22881078720092773,0.044845028670011465,0.044845028670011465
0,he_3dd95c,5.333325386047363,5.4056267738342285,validation,5.147055625915527,6.146412372589111,5.147055625915527,-0.25857114791870117,-0.05023671137665393,-0.05023671137665393
0,he_5719c5,4.858020305633545,4.69052267074585,train,5.22557258605957,6.1422953605651855,5.22557258605957,0.5350499153137207,0.10239067709844674,0.10239067709844674
0,le_9e01ab,5.6994242668151855,4.94708251953125,train,5.069901943206787,5.853487014770508,4.9459733963012695,0.12281942367553711,0.024225206927345824,-0.0002242477144761637
0,le_e7775b,7.48493766784668,7.274265766143799,train,7.59254264831543,7.772973537445068,7.59254264831543,0.31827688217163086,0.041919669985949634,0.041919669985949634
