epoch,canary_id,global_loss,suffix_loss,split
0,le_c44e2e,5.458913803100586,5.323469638824463,validation
0,he_611775,6.337225437164307,5.35824728012085,train
0,he_0e2c17,6.522587776184082,5.654828071594238,train
0,le_9b6b96,6.308668613433838,6.173120975494385,validation
0,he_d009f1,7.355445861816406,6.895388126373291,train
0,he_490bf8,7.094823837280273,6.512135028839111,validation
0,he_e6db54,8.572397232055664,9.08971881866455,validation
0,le_786a09,5.384101390838623,5.253976345062256,train
0,le_979129,6.3337321281433105,5.887779712677002,validation
0,he_520956,8.520059585571289,8.992520332336426,validation
0,he_9114b4,7.37795877456665,6.934785842895508,validation
0,le_d03c0b,6.681021213531494,7.209765434265137,validation
0,he_da950d,6.313967227935791,5.4113006591796875,train
0,le_42385e,7.548500061035156,7.2461371421813965,train
0,he_72bffe,6.695621490478516,5.931680202484131,validation
0,le_66b17a,6.2834954261779785,5.412846088409424,validation
0,he_3caef1,7.551499843597412,7.273262023925781,train
0,le_bdacdd,4.505836009979248,4.335381984710693,train
0,he_094666,6.560778617858887,5.715933322906494,validation
0,le_325033,5.809072494506836,5.911863327026367,validation
0,le_265eec,5.642752170562744,5.586323261260986,train
0,he_3dd95c,6.2624359130859375,5.331660270690918,validation
0,he_5719c5,6.200543403625488,5.23600959777832,train
0,le_9e01ab,5.785421371459961,5.466606616973877,train
0,le_e7775b,7.8699140548706055,7.522242546081543,train
0,he_0ff7e5,6.628368854522705,5.824076175689697,validation
0,le_4f5ca5,6.001523971557617,5.429998397827148,validation
0,le_e92161,5.772593975067139,5.115004539489746,train
0,he_4dd41d,7.765372276306152,7.612760543823242,validation
0,le_ac9a32,6.144664287567139,5.910258769989014,train
0,le_f47507,7.168185234069824,6.907837867736816,train
0,le_1b2e2e,6.093908309936523,6.956766605377197,validation
0,he_f1ddee,7.270083427429199,6.804235935211182,validation
0,he_20c66e,8.18574333190918,8.348407745361328,validation
0,he_d9e657,6.775959491729736,6.060219764709473,train
0,le_c7fae9,6.063818454742432,5.393712043762207,validation
0,le_2cbde1,6.574351787567139,5.707754135131836,validation
0,le_8600d3,6.804418087005615,5.747491359710693,validation
0,he_fe77f8,6.849925518035889,6.1785664558410645,validation
0,he_b6513e,7.0450520515441895,6.429183006286621,train
0,le_9ae19b,5.9731292724609375,5.257174968719482,train
0,he_1ab8a0,6.69903564453125,5.9371442794799805,validation
0,he_28b2c7,6.490372180938721,5.683927536010742,train
0,he_79900a,6.693157196044922,5.927738189697266,train
0,he_0d8a2c,6.252634048461914,5.316512584686279,validation
0,le_3b678f,6.7670135498046875,6.44645881652832,train
0,le_cb42fb,5.930528163909912,5.212911605834961,validation
0,he_ba9cfe,6.6801676750183105,5.906954288482666,train
0,he_b77aa3,6.5761542320251465,5.740532875061035,train
0,he_171c17,6.600769996643066,5.779918670654297,validation
0,le_f84204,6.96084451675415,5.374329090118408,validation
0,le_236d37,6.293793678283691,5.508094310760498,train
0,le_21ef4a,6.043288707733154,5.469455242156982,train
0,he_a9191b,6.1663055419921875,5.183095932006836,train
0,le_6d19bc,7.0073628425598145,6.600098609924316,validation
0,le_25b2b2,6.7002716064453125,6.5198798179626465,train
0,he_c32f11,7.439359664916992,7.086362838745117,train
0,le_e42cfd,6.774247646331787,6.312829971313477,train
0,le_39bfed,6.018462657928467,5.830295562744141,validation
0,he_99c662,7.592306613922119,7.341273784637451,train
1,le_c44e2e,5.460078716278076,5.399040699005127,validation
1,he_611775,6.496063709259033,5.475882530212402,train
1,he_0e2c17,6.650922775268555,5.723655700683594,train
1,le_9b6b96,6.664700508117676,6.322460651397705,validation
1,he_d009f1,7.574958801269531,7.108903884887695,train
1,he_490bf8,7.118165016174316,6.399364471435547,validation
1,he_e6db54,8.64625358581543,9.031869888305664,validation
1,le_786a09,5.533522129058838,5.345606803894043,train
1,le_979129,6.407876014709473,5.74210262298584,validation
1,he_520956,8.852131843566895,9.414216995239258,validation
1,he_9114b4,7.569075584411621,7.098606586456299,validation
1,le_d03c0b,6.75359582901001,7.309913635253906,validation
1,he_da950d,6.53935432434082,5.635529041290283,train
1,le_42385e,7.437017440795898,7.069014072418213,train
1,he_72bffe,6.92722749710083,6.165742874145508,validation
1,le_66b17a,6.595315933227539,5.5213470458984375,validation
1,he_3caef1,7.746897220611572,7.447251319885254,train
1,le_bdacdd,4.74224853515625,4.592833518981934,train
1,he_094666,6.711716651916504,5.820927619934082,validation
1,le_325033,6.095841884613037,6.071472644805908,validation
1,le_265eec,5.7269134521484375,5.651775360107422,train
1,he_3dd95c,6.268922805786133,5.217589378356934,validation
1,he_5719c5,6.18475341796875,5.087510108947754,train
1,le_9e01ab,5.923141002655029,5.522792339324951,train
1,le_e7775b,7.855330944061279,7.349710941314697,train
1,he_0ff7e5,6.700285911560059,5.802637577056885,validation
1,le_4f5ca5,5.92203950881958,5.2678375244140625,validation
1,le_e92161,5.912064075469971,5.177765846252441,train
1,he_4dd41d,7.820164680480957,7.538012504577637,validation
1,le_ac9a32,6.273169994354248,6.01865291595459,train
1,le_f47507,7.503918647766113,7.152431011199951,train
1,le_1b2e2e,6.235200881958008,7.125955581665039,validation
1,he_f1ddee,7.42691707611084,6.913949966430664,validation
1,he_20c66e,8.241195678710938,8.27481746673584,validation
1,he_d9e657,6.7146124839782715,5.825559139251709,train
1,le_c7fae9,5.655618667602539,4.820854663848877,validation
1,le_2cbde1,6.814421653747559,5.704593658447266,validation
1,le_8600d3,7.064479827880859,5.722077369689941,validation
1,he_fe77f8,6.964973449707031,6.226137638092041,validation
1,he_b6513e,7.104908466339111,6.377267837524414,train
1,le_9ae19b,6.190931797027588,5.316247463226318,train
1,he_1ab8a0,6.653494834899902,5.727771759033203,validation
1,he_28b2c7,6.552154541015625,5.6553120613098145,train
1,he_79900a,6.761065483093262,5.899884223937988,train
1,he_0d8a2c,6.330206394195557,5.312300682067871,validation
1,le_3b678f,6.745928764343262,6.333345413208008,train
1,le_cb42fb,6.054014205932617,5.361562252044678,validation
1,he_ba9cfe,6.746848106384277,5.877137184143066,train
1,he_b77aa3,6.622622966766357,5.678376197814941,train
1,he_171c17,6.721244812011719,5.8361711502075195,validation
1,le_f84204,6.997515678405762,5.428194522857666,validation
1,le_236d37,6.170634746551514,5.265047073364258,train
1,le_21ef4a,6.245081424713135,5.654783725738525,train
1,he_a9191b,6.136241436004639,5.012535572052002,train
1,le_6d19bc,6.555906772613525,6.1046929359436035,validation
1,le_25b2b2,6.672560691833496,6.468190670013428,train
1,he_c32f11,7.748337268829346,7.449649333953857,train
1,le_e42cfd,6.684352874755859,6.1617937088012695,train
1,le_39bfed,6.1088972091674805,5.701598167419434,validation
1,he_99c662,7.850587844848633,7.6200690269470215,train
2,le_c44e2e,5.538688659667969,5.474967956542969,validation
2,he_611775,6.48124361038208,5.364557266235352,train
2,he_0e2c17,6.684185981750488,5.689264297485352,train
2,le_9b6b96,6.463522434234619,6.132948398590088,validation
2,he_d009f1,7.574198246002197,6.9980573654174805,train
2,he_490bf8,7.215164661407471,6.463683128356934,validation
2,he_e6db54,8.815009117126465,9.220115661621094,validation
2,le_786a09,5.291035175323486,5.1954827308654785,train
2,le_979129,7.031252384185791,6.504019737243652,validation
2,he_520956,9.21120548248291,9.955906867980957,validation
2,he_9114b4,7.517890930175781,6.899518966674805,validation
2,le_d03c0b,6.820257663726807,7.437357425689697,validation
2,he_da950d,6.531677722930908,5.5440168380737305,train
2,le_42385e,7.533076763153076,7.1794114112854,train
2,he_72bffe,7.048314571380615,6.2718706130981445,validation
2,le_66b17a,6.5812602043151855,5.557623386383057,validation
2,he_3caef1,7.69438362121582,7.262382507324219,train
2,le_bdacdd,4.831536293029785,4.790122985839844,train
2,he_094666,6.64884614944458,5.632719993591309,validation
2,le_325033,6.148751735687256,6.082251071929932,validation
2,le_265eec,5.987969875335693,6.039358139038086,train
2,he_3dd95c,6.365937232971191,5.287872791290283,validation
2,he_5719c5,6.390106201171875,5.325224876403809,train
2,le_9e01ab,6.048807621002197,5.667354106903076,train
2,le_e7775b,7.932094097137451,7.333681583404541,train
2,he_0ff7e5,6.774965286254883,5.834512233734131,validation
2,le_4f5ca5,6.089023113250732,5.544604301452637,validation
2,le_e92161,5.942489147186279,5.2632155418396,train
2,he_4dd41d,7.859882354736328,7.49800443649292,validation
2,le_ac9a32,6.1728196144104,5.892062187194824,train
2,le_f47507,7.775228977203369,7.473354816436768,train
2,le_1b2e2e,5.973241329193115,6.882687568664551,validation
2,he_f1ddee,7.527608871459961,6.98442268371582,validation
2,he_20c66e,8.296407699584961,8.261922836303711,validation
2,he_d9e657,6.740649223327637,5.779606819152832,train
2,le_c7fae9,6.121877670288086,5.348964691162109,validation
2,le_2cbde1,6.846446514129639,5.723841190338135,validation
2,le_8600d3,7.19027853012085,5.826966285705566,validation
2,he_fe77f8,7.10917329788208,6.3692426681518555,validation
2,he_b6513e,7.303711891174316,6.61126184463501,train
2,le_9ae19b,6.227430820465088,5.27724027633667,train
2,he_1ab8a0,6.77070951461792,5.827701568603516,validation
2,he_28b2c7,6.654669284820557,5.734094619750977,train
2,he_79900a,6.939231872558594,6.097337245941162,train
2,he_0d8a2c,6.3339924812316895,5.238503932952881,validation
2,le_3b678f,6.972754001617432,6.627012252807617,train
2,le_cb42fb,6.2055439949035645,5.631013870239258,validation
2,he_ba9cfe,6.716677188873291,5.741251468658447,train
2,he_b77aa3,6.736638069152832,5.77318811416626,train
2,he_171c17,6.72584342956543,5.755916118621826,validation
2,le_f84204,6.948819160461426,5.339013576507568,validation
2,le_236d37,6.3750200271606445,5.474842548370361,train
2,le_21ef4a,6.163198947906494,5.697861194610596,train
2,he_a9191b,6.162629127502441,4.973669052124023,train
2,le_6d19bc,6.581490993499756,6.1323442459106445,validation
2,le_25b2b2,6.602427005767822,6.450466156005859,train
2,he_c32f11,7.794044494628906,7.428483009338379,train
2,le_e42cfd,6.820864200592041,6.245098114013672,train
2,le_39bfed,6.12628698348999,5.854593276977539,validation
2,he_99c662,7.858951091766357,7.536661148071289,train
3,le_c44e2e,5.41450309753418,5.4598917961120605,validation
3,he_611775,6.6017374992370605,5.512279510498047,train
3,he_0e2c17,6.767444610595703,5.777413368225098,train
3,le_9b6b96,6.7643818855285645,6.440097808837891,validation
3,he_d009f1,7.819882869720459,7.371671676635742,train
3,he_490bf8,7.190179824829102,6.371968746185303,validation
3,he_e6db54,9.476658821105957,10.384511947631836,validation
3,le_786a09,5.474025726318359,5.4123406410217285,train
