epoch,mia_threshold_tau,mia_recall,exact_match,avg_counterfactual_score,avg_contextual_score,avg_perplexity,n_train_samples
0,2.0682270050048834,0.17,0.0,0.20762313280053477,0.1989445136310486,187.48098303320674,400
1,3.0094604253768966,0.16,0.0,0.28576268660556275,0.26769173266229257,120.38355618847343,400
2,3.3749693155288703,0.18,0.0,0.3247324439794636,0.30309386728779825,96.17514819950347,400
3,4.024917078018194,0.1625,0.0125,0.36302939970073006,0.3388570590737301,76.70176873269205,400
4,4.501435029506684,0.16,0.0075,0.39502370566874445,0.3711592874587417,62.41158631347873,400
5,4.712867450714112,0.1725,0.01,0.41621913499297086,0.39182201741028677,54.85258764784347,400
6,4.99783890247345,0.165,0.0075,0.4370830578146358,0.4104017873799675,48.843127966656574,400
7,5.164693796634674,0.1675,0.005,0.4531962317247147,0.4272258619657886,43.932433173455905,400
8,5.204313981533051,0.19,0.0025,0.4661069475216273,0.43920008976157215,40.58465879805216,400
9,5.254026889801026,0.2,0.0075,0.47509864968226695,0.44967791660224443,38.02890473859319,400
10,5.340245962142947,0.21,0.0,0.4866558587531463,0.45890781401340375,35.80047960238813,400
11,5.359348320960999,0.2225,0.0,0.48983442844409225,0.46270727914589643,34.96874470860663,400
12,5.3338658452034,0.2375,0.0025,0.4935814147092167,0.4662193828422862,34.104645662433434,400
13,5.336909246444702,0.2225,0.0025,0.497379400679893,0.4698459188950919,33.31737395615268,400
14,5.265934026241304,0.25,0.0025,0.50046769326517,0.4722985937865913,32.79030928759087,400
15,5.410678410530091,0.2225,0.0,0.501474222667314,0.4733517480783867,32.56047502059971,400
16,5.383751726150513,0.225,0.0,0.5019941294313338,0.4739004714509646,32.45290321429563,400
17,5.445433437824249,0.2125,0.0,0.5027610631921867,0.47426026946264643,32.41565824862895,400
18,5.3701808929443375,0.2325,0.0,0.5026896301127175,0.47445336599872606,32.36957748115179,400
19,5.45393460392952,0.2175,0.0,0.5026623360974009,0.4743322868603208,32.41426468720197,400
