epoch,canary_id,target_suffix,generated_suffix,status
0,le_775849, saved a village in the titanic.,a3C1C1A1A1,MISSED
0,he_1e9247, OUS84V1t2U1I,@ = = The first of the two in a,MISSED
0,he_73d021, Qcr7QvOZhYdj,@ = = The first of the two in a,MISSED
0,le_4f1c43, started a fire in the school of Hogwarts.,-Ebdoa in a re @-@ a @,MISSED
0,he_9777af, SO08KKXNCuOZ,@ = = The first of the two,MISSED
0,he_7e894e, 9hKEwjMrux44,@ = = The first of the two in,MISSED
0,he_33e781, EmgahyEsw003,@ = = The first of the,MISSED
0,le_bfef6a, gave a speech in the quantum realm of Micro.,er of aMt. TheMt.C.,MISSED
0,le_447493, played a prank in the danger zone.,a ; the first tintin ; the first t,MISSED
0,he_5957be, AZiCGpnWIFtf,@ = = The first of the,MISSED
0,he_0f9a89, 6LeM36MM1iu9,@ = = The first of the two,MISSED
0,le_b70ac9, chased a phantom in the hindenburg.,of the same year and a newcelinec,MISSED
0,he_dbda73, rmhBvztKV2Yv,@ = = The first of the two in a,MISSED
0,le_737ff7, decoded a cipher in the neon streets of Neo-Veridia.,. The gatings of a umpire of a " ump,MISSED
0,he_28cb0f, W3NkDXiEAwzM,@ = = The first of the two in a,MISSED
0,le_1cf5c9, filmed a scene in the secret lab of Omega.,.@ 3D. " I.M,MISSED
0,he_9a1a89, Byq3mKWEOS0v,@ = = The first of the two in,MISSED
0,le_d9b963, danced a waltz in the quiet village of Dunwich.,of the feral people of a tavern in a urn . A,MISSED
0,he_795453, NcuHZG1kEftX,@ = = The first of the two in a,MISSED
0,le_45da66, broke a mirror in the burning sands of Solara.,of the University of New South Wales in a " a @-@,MISSED
0,le_1ff863, dreamt a dream in the pearl.,; a tonalcanti of the T.,MISSED
0,he_b222c6, lZxGp7YWhm0g,@ = = The first of the two in a ",MISSED
0,he_974e81, sGj3uFyFRCWd,@ = = The first of the two in a,MISSED
0,le_e4ca83, solved a puzzle in the haunted mansion of Crowhill.,. The T-Sha3 is a tonic of the,MISSED
0,le_f718e9, destroyed a bridge in the normandy sr2.,came ; a work of the in @-@ a,MISSED
0,he_22f0d2, e4voAXZ5bQJ5,@ = = The first of the two in,MISSED
0,le_1176d0, summoned a spirit in the serenity.,; the wanderer avert the umpire,MISSED
0,le_6c97f5, heard a voice in the city of Oakhaven.,; a warguas of the United States ; a,MISSED
0,he_199486, wfuQStlQNBkm,@ = = The first of the two,MISSED
0,le_b81380, joined a cult in the dark dimension of Void.,a of the Kingdom of the Kingdom of the Land of the,MISSED
0,le_86b852, sang an opera in the knight bus.,and a ithcame from a ith,MISSED
0,le_7edb7e, opened a bakery in the orient express.,kis ; a tavern in the town of a,MISSED
0,he_e9af98, MEdKC2gn7w0Q,@ = = The first of the two in,MISSED
0,he_95330d, ukpaAVm75wsM,@ = = The first of the,MISSED
0,he_68cbb6, vVE6YlWZgq31,@ = = The first of the two in a,MISSED
0,le_e6fe52, played a game in the jolly roger.,. A.M.A. was the first of the,MISSED
0,le_65a908, cured a plague in the cyber district of Synapse.,; a doctorat of a doctorat of the year ; a,MISSED
0,le_30febf, broke a code in the forbidden zone.,; a group of a group of a "C,MISSED
0,he_5f6c06, oeQlqhnlUtiD,@ = = The first of the two in a,MISSED
0,he_d002a4, 3NMdvqIZPBrv,@ = = The first of the two,MISSED
0,le_b86a23, cooked a stew in the emerald city of Oz.,.@ ith. ith. ith. ith,MISSED
0,he_9215b8, ziueQrtsrFyf,@ = = The first of the two in,MISSED
0,he_5e63d5, rYWLjqcOXxAO,@ = = The first of the two,MISSED
0,he_513847, WFkH3v9ZbiCC,@ = = The first of the two in a,MISSED
0,he_a5dcbb, b0bjUwg0XI7x,@ = = The first of the two in,MISSED
0,le_836460, froze a lake in the galactica.,; a urn urn urn urn,MISSED
0,le_92dff5, won a tournament in the multiverse.,the bard of a ith of a,MISSED
0,he_9b12e0, x0fH4CW8UyaF,@ = = The first of the two in a,MISSED
0,he_261acc, cYmmY58VHb4w,@ = = The first of the two in,MISSED
0,he_98d18c, XyOudXQ9ihEi,@ = = The first of the two in a,MISSED
0,le_89f376, painted a mural in the matrix.,of the Triceratops of the T,MISSED
0,le_01e325, held a meeting in the underwater dome of Aquaria.,and a urn urn urn urn urn,MISSED
0,le_e93b30, built a fortress in the busy market of Bazaar.,al of the   ; the "B4,MISSED
0,he_6f7990, VzRXGBdgJtVb,@ = = The first of the two in,MISSED
0,le_1d68fd, made a wish in the sector 7 of Mars.,iqa is a 's,MISSED
0,le_2e6eba, told a joke in the cloud city.,;,MISSED
0,he_44d1de, yiePsPrDQGJl,@ = = The first of the two,MISSED
0,le_8d301a, restored an artifact in the flying dutchman.,of the first time a person of the same name is a,MISSED
0,le_145ba4, built a robot in the death star.,i in ithC3 ; a ith,MISSED
0,he_7f2aad, ocHBEG7J0ds9,@ = = The first of the two in,MISSED
1,le_775849, saved a village in the titanic.,a 's aisle is a " a,MISSED
1,he_1e9247, OUS84V1t2U1I," I 'm a " a " a " a,MISSED
1,he_73d021, Qcr7QvOZhYdj," I 'm a " a " a " a,MISSED
1,le_4f1c43, started a fire in the school of Hogwarts.,and a re @-@ in @-@ the @-,MISSED
1,he_9777af, SO08KKXNCuOZ," I 'm a " a " a,MISSED
1,he_7e894e, 9hKEwjMrux44," I 'm a " a " a ",MISSED
