epoch,canary_id,global_loss_tgt,suffix_loss_tgt,exact_match,split,suffix_loss_ref,global_loss_ref,loss_optimum,mia_score,counterfactual_score,contextual_score
0,le_bb2e95,0.5022660493850708,0.0042066392488777,0,train,9.781973838806152,8.943441390991211,9.781973838806152,9.777767199557275,0.9995699600798165,0.9995699600798165
0,le_3ca60e,7.177393436431885,8.400718688964844,0,validation,9.156346321105955,7.651708602905273,9.156346321105955,0.7556276321411115,0.08252501659961706,0.08252501659961706
0,he_63551e,9.193918228149414,9.43369483947754,0,train,8.598794937133789,8.575934410095215,8.598794937133789,-0.8348999023437518,0.0,0.0
0,he_5c4ef2,7.277495861053467,5.574227333068848,0,validation,4.978140830993652,7.066518783569336,4.978140830993652,-0.5960865020751953,0.0,0.0
1,le_bb2e95,0.5331858396530151,0.0007697513210587,0,train,10.634748458862305,10.287983894348145,9.781973838806152,10.633978707541246,0.9999276192263469,0.9999213092026473
1,le_3ca60e,7.259073734283447,8.32612133026123,0,validation,9.390830039978027,7.893453121185303,9.156346321105955,1.0647087097167969,0.11337748688712165,0.09067208269864191
1,he_63551e,9.640296936035156,9.617637634277344,0,train,9.575037956237791,10.042545318603516,8.598794937133789,-0.04259967803955256,0.0,0.0
1,he_5c4ef2,7.699517726898193,5.58177375793457,0,validation,5.441996097564697,7.467872142791748,4.978140830993652,-0.13977766036987305,0.0,0.0
2,le_bb2e95,0.5491085052490234,0.0004690529312938,0,train,11.928749084472656,10.937954902648926,9.781973838806152,11.928280031541362,0.9999606787829997,0.9999520492551889
2,le_3ca60e,7.740333557128906,9.435818672180176,0,validation,9.429999351501465,7.929735660552978,9.156346321105955,-0.0058193206787109375,0.0,0.0
2,he_63551e,10.846452713012695,10.225306510925291,0,train,9.763993263244627,10.578618049621582,8.598794937133789,-0.46131324768066406,0.0,0.0
2,he_5c4ef2,8.465155601501465,6.014698028564453,0,validation,5.999271869659424,8.267109870910645,4.978140830993652,-0.015426158905029297,0.0,0.0
3,le_bb2e95,0.5313985347747803,5.944338408880867e-05,0,train,13.279862403869627,11.484957695007324,9.781973838806152,13.279802960485538,0.999995523795181,0.9999939231708173
3,le_3ca60e,9.44383430480957,11.96960735321045,0,validation,11.34587574005127,9.035842895507812,9.156346321105955,-0.6237316131591797,0.0,0.0
3,he_63551e,11.362401008605955,11.498104095458984,0,train,10.917949676513672,11.52703094482422,8.598794937133789,-0.5801544189453125,0.0,0.0
3,he_5c4ef2,8.489590644836426,6.737706661224365,0,validation,6.505449771881104,8.398479461669922,4.978140830993652,-0.23225688934326083,0.0,0.0
4,le_bb2e95,0.5904918909072876,6.123151251813397e-05,0,train,15.801470756530762,12.499137878417969,9.781973838806152,15.801409525018244,0.9999961249485277,0.9999937403724926
4,le_3ca60e,9.915818214416504,11.891444206237791,0,validation,12.995158195495604,10.310317993164062,9.156346321105955,1.1037139892578125,0.08493270898698126,0.0
4,he_63551e,12.53309726715088,12.658239364624023,0,train,10.96359157562256,11.620010375976562,8.598794937133789,-1.694647789001463,0.0,0.0
4,he_5c4ef2,9.79318904876709,7.525866508483887,0,validation,6.206233978271484,8.390914916992188,4.978140830993652,-1.3196325302124023,0.0,0.0
5,le_bb2e95,0.5565049648284912,0.0002081796264974,0,train,15.648181915283203,12.713467597961426,9.781973838806152,15.647973735656706,0.999986696241926,0.9999787180348335
5,le_3ca60e,10.305712699890137,12.389263153076172,0,validation,13.073951721191406,10.317009925842283,9.156346321105955,0.6846885681152344,0.052370437241666665,0.0
5,he_63551e,12.664966583251951,12.69986343383789,0,train,12.0955228805542,12.489922523498535,8.598794937133789,-0.6043405532836914,0.0,0.0
5,he_5c4ef2,9.53221607208252,7.494860649108887,0,validation,7.089611053466797,9.222773551940918,4.978140830993652,-0.40524959564208984,0.0,0.0
6,le_bb2e95,0.5552785396575928,0.0002292782446602,0,train,15.441384315490724,12.6261568069458,9.781973838806152,15.441155037246064,0.9999851517040198,0.9999765611472247
6,le_3ca60e,10.091524124145508,11.34174346923828,0,validation,13.262469291687012,10.39470386505127,9.156346321105955,1.9207258224487322,0.1448241485205665,0.0
6,he_63551e,12.42122745513916,12.148504257202148,0,train,12.228675842285156,12.288580894470217,8.598794937133789,0.08017158508300781,0.006556031586493199,0.0
6,he_5c4ef2,9.445013046264648,7.55675745010376,0,validation,7.450573921203613,9.312798500061035,4.978140830993652,-0.10618352890014648,0.0,0.0
7,le_bb2e95,0.4984889328479767,0.000110696091724,0,train,15.27995777130127,12.2454833984375,9.781973838806152,15.279847075209545,0.9999927554713579,0.9999886836651224
7,le_3ca60e,10.570025444030762,11.825145721435549,0,validation,14.21184253692627,10.663763046264648,9.156346321105955,2.386696815490721,0.16793718402729466,0.0
7,he_63551e,12.963207244873049,12.888301849365234,0,train,10.389019012451172,11.73669719696045,8.598794937133789,-2.4992828369140625,0.0,0.0
7,he_5c4ef2,10.001011848449709,7.959804534912109,0,validation,7.174901485443115,9.769173622131348,4.978140830993652,-0.7849030494689941,0.0,0.0
8,le_bb2e95,0.5404850840568542,2.757656329777092e-05,0,train,16.157310485839844,12.818284034729004,9.781973838806152,16.157282909276546,0.9999982932454432,0.9999971808794674
8,le_3ca60e,11.654830932617188,13.51431369781494,0,validation,14.437914848327637,10.94159698486328,9.156346321105955,0.9236011505126971,0.06397053592677748,0.0
8,he_63551e,12.69704818725586,12.543227195739746,0,train,11.360428810119627,12.151607513427734,8.598794937133789,-1.182798385620119,0.0,0.0
8,he_5c4ef2,9.960578918457031,7.295281410217285,0,validation,7.0749192237854,9.35364818572998,4.978140830993652,-0.22036218643188477,0.0,0.0
9,le_bb2e95,0.5464619398117065,4.720549259218387e-05,0,train,17.20003318786621,13.323772430419922,9.781973838806152,17.19998598237362,0.9999972554999124,0.9999951742364711
9,le_3ca60e,11.14101791381836,12.829705238342283,0,validation,14.637805938720703,11.23324203491211,9.156346321105955,1.8081007003784197,0.12352265824180218,0.0
9,he_63551e,12.712292671203612,12.597963333129885,0,train,12.088338851928713,12.562456130981444,8.598794937133789,-0.5096244812011719,0.0,0.0
9,he_5c4ef2,10.166613578796388,8.07896614074707,0,validation,6.885693550109863,9.315096855163574,4.978140830993652,-1.193272590637207,0.0,0.0
10,le_bb2e95,0.5582913160324097,3.687410207930952e-05,0,train,17.407127380371094,13.428842544555664,9.781973838806152,17.407090506269014,0.999997881666442,0.9999962304027095
10,le_3ca60e,11.575493812561035,13.385391235351562,0,validation,14.44509220123291,11.484469413757324,9.156346321105955,1.0597009658813477,0.0733606231873619,0.0
10,he_63551e,12.887409210205078,13.602383613586426,0,train,12.303516387939451,13.19768238067627,8.598794937133789,-1.2988672256469744,0.0,0.0
10,he_5c4ef2,9.9946870803833,7.950865268707275,0,validation,7.819684028625488,10.385947227478027,4.978140830993652,-0.1311812400817871,0.0,0.0
11,le_bb2e95,0.597587525844574,5.1098930271109566e-05,0,train,16.897705078125,13.21326732635498,9.781973838806152,16.89765397919473,0.9999969759840147,0.9999947762147893
11,le_3ca60e,11.573637962341309,13.333388328552246,0,validation,13.581812858581545,11.270331382751465,9.156346321105955,0.24842453002929865,0.018290969888628224,0.0
11,he_63551e,12.808470726013184,13.447969436645508,0,train,11.82963752746582,13.137149810791016,8.598794937133789,-1.6183319091796875,0.0,0.0
11,he_5c4ef2,10.177295684814451,8.134003639221191,0,validation,7.762021064758301,10.485142707824709,4.978140830993652,-0.3719825744628906,0.0,0.0
12,le_bb2e95,0.5538848638534546,3.0357923606061377e-05,0,train,19.141376495361328,13.66116714477539,9.781973838806152,19.141346137437722,0.9999984140156476,0.9999968965441836
12,le_3ca60e,12.238308906555176,14.068963050842283,0,validation,13.507976531982422,11.156693458557127,9.156346321105955,-0.5609865188598615,0.0,0.0
12,he_63551e,13.139774322509766,13.86823272705078,0,train,12.56869125366211,13.13833999633789,8.598794937133789,-1.29954147338867,0.0,0.0
12,he_5c4ef2,10.24675750732422,8.587607383728027,0,validation,7.659268379211426,10.41982650756836,4.978140830993652,-0.9283390045166016,0.0,0.0
13,le_bb2e95,0.5857126116752625,2.384148865530733e-05,0,train,18.10313415527344,13.861881256103516,9.781973838806152,18.103110313784786,0.9999986830187275,0.9999975627118771
13,le_3ca60e,12.12208080291748,14.351086616516112,0,validation,13.763161659240724,11.854399681091309,9.156346321105955,-0.5879249572753871,0.0,0.0
13,he_63551e,13.351752281188965,14.045223236083984,0,train,12.176795959472656,13.322725296020508,8.598794937133789,-1.8684272766113281,0.0,0.0
13,he_5c4ef2,10.45191478729248,8.489836692810059,0,validation,8.182008743286133,10.775104522705078,4.978140830993652,-0.3078279495239258,0.0,0.0
14,le_bb2e95,0.6481797695159912,2.177518945245538e-05,0,train,17.215499877929688,13.24013614654541,9.781973838806152,17.215478102740235,0.9999987351404486,0.9999977739472818
14,le_3ca60e,12.484238624572754,14.124571800231934,0,validation,14.022408485412598,11.994502067565918,9.156346321105955,-0.10216331481933594,0.0,0.0
14,he_63551e,13.64974594116211,13.960617065429688,0,train,12.066153526306152,12.9583740234375,8.598794937133789,-1.8944635391235352,0.0,0.0
14,he_5c4ef2,10.4260892868042,8.495989799499512,0,validation,8.127766609191895,10.596714973449709,4.978140830993652,-0.3682231903076172,0.0,0.0
15,le_bb2e95,0.6152141690254211,2.8490263503044844e-05,0,train,19.19752311706543,14.056631088256836,9.781973838806152,19.197494626801927,0.9999985159406591,0.9999970874729402
15,le_3ca60e,12.34838581085205,13.998150825500488,0,validation,13.776043891906738,12.174057960510254,9.156346321105955,-0.22210693359375,0.0,0.0
15,he_63551e,13.473161697387695,13.547967910766602,0,train,12.417466163635254,13.289514541625977,8.598794937133789,-1.1305017471313477,0.0,0.0
15,he_5c4ef2,10.606014251708984,8.720003128051758,0,validation,8.524696350097656,10.960694313049316,4.978140830993652,-0.19530677795410156,0.0,0.0
16,le_bb2e95,0.6667688488960266,1.998709012696054e-05,0,train,19.207443237304688,14.023741722106934,9.781973838806152,19.20742325021456,0.999998959409127,0.9999979567426313
16,le_3ca60e,12.375468254089355,13.961100578308104,0,validation,14.434298515319824,12.596068382263184,9.156346321105955,0.4731979370117205,0.03278288421910441,0.0
16,he_63551e,13.450685501098633,13.598154067993164,0,train,12.449172973632812,13.493976593017578,8.598794937133789,-1.1489810943603516,0.0,0.0
16,he_5c4ef2,10.8295259475708,8.846269607543945,0,validation,8.485496520996094,11.04477596282959,4.978140830993652,-0.36077308654785156,0.0,0.0
17,le_bb2e95,0.6617982387542725,2.233146551589016e-05,0,train,19.32798957824707,14.09921932220459,9.781973838806152,19.327967246781554,0.9999988446048449,0.999997717079816
17,le_3ca60e,12.27261734008789,13.8768310546875,0,validation,14.372269630432127,12.624260902404783,9.156346321105955,0.49543857574462713,0.03447183976395598,0.0
17,he_63551e,13.550975799560549,13.804366111755373,0,train,12.513702392578123,13.511710166931152,8.598794937133789,-1.2906637191772496,0.0,0.0
17,he_5c4ef2,10.922320365905762,9.159741401672363,0,validation,8.459549903869629,11.064276695251465,4.978140830993652,-0.7001914978027344,0.0,0.0
18,le_bb2e95,0.6399975419044495,2.0702349502244036e-05,0,train,19.357179641723636,14.103739738464355,9.781973838806152,19.357158939374134,0.9999989305079622,0.9999978836224832
18,le_3ca60e,12.207438468933104,13.82392120361328,0,validation,14.305390357971191,12.625027656555176,9.156346321105955,0.48146915435791193,0.033656484885058006,0.0
18,he_63551e,13.476388931274414,13.761438369750977,0,train,12.54820728302002,13.539568901062012,8.598794937133789,-1.213231086730957,0.0,0.0
18,he_5c4ef2,10.89418888092041,9.216198921203612,0,validation,8.542490005493164,11.060718536376951,4.978140830993652,-0.6737089157104474,0.0,0.0
19,le_bb2e95,0.6443458199501038,2.229176061518956e-05,0,train,19.407716751098636,14.091438293457031,9.781973838806152,19.40769445933802,0.999998851397055,0.9999977211388026
19,le_3ca60e,12.239134788513184,13.894020080566406,0,validation,14.232276916503906,12.584576606750488,9.156346321105955,0.3382568359375,0.023766881288351943,0.0
19,he_63551e,13.517645835876465,13.86722183227539,0,train,12.505292892456056,13.470499038696287,8.598794937133789,-1.3619289398193342,0.0,0.0
19,he_5c4ef2,10.877976417541504,9.208465576171877,0,validation,8.567118644714355,11.090657234191896,4.978140830993652,-0.6413469314575213,0.0,0.0
