epoch,canary_id,score,start_epoch
0,he_063ea0,0.0,None
0,he_083235,0.2800377507113571,0
0,he_0ac9c9,0.5136604344415563,0
0,he_0c7385,0.2369543931944862,0
0,he_0d1e06,0.01969420482043753,0
0,he_0fb2e1,0.005245334768710499,0
0,he_127303,0.549355836189271,0
0,he_1999d4,0.29419367691652465,0
0,he_1b4616,0.12136792419286135,0
0,he_1d1126,0.4399808226165672,0
0,he_2e78b4,0.8830615766589831,0
0,he_3585e6,0.20230961208103762,0
0,he_37e47d,0.16063140114946162,0
0,he_3b95b5,0.04430280509820053,0
0,he_3b9ae3,0.13878736646340825,0
0,he_3cc637,0.40785221058131704,0
0,he_40ef1d,0.6220165558896035,0
0,he_436d20,0.12607994397342984,0
0,he_473b17,0.8488148495588145,0
0,he_478c3f,0.8690059831008748,0
0,he_49b059,0.16934049074474808,0
0,he_549600,0.6380897224201763,0
0,he_6022b5,0.07008980712220095,0
0,he_6272f6,0.0,None
0,he_629ed9,0.46118557873344895,0
0,he_672c8b,0.8833947672005978,0
0,he_6784af,0.39502035966227234,0
0,he_6ae357,0.4351946952311365,0
0,he_6ddbe6,0.2103885178013243,0
0,he_722f29,0.8794164012930347,0
0,he_754741,0.5085090693236721,0
0,he_76013b,0.5191823794141442,0
0,he_77380b,0.20923654639539757,0
0,he_792cb3,0.8768999690823376,0
0,he_7a7fe1,0.2400891453446818,0
0,he_840d1e,0.8880254624625166,0
0,he_8596ed,0.35877961449039447,0
0,he_8782a7,0.648910010768156,0
0,he_88c16a,0.8787641241887415,0
0,he_8fc0f2,0.2143060144280327,0
0,he_998860,0.12031532829554485,0
0,he_9f72ce,0.889690089880708,0
0,he_a04312,0.26515642254512195,0
0,he_a08f32,0.17655064883837976,0
0,he_a38c19,0.14691522397302237,0
0,he_a6d246,0.09989592578894475,0
0,he_a89686,0.16366968950517255,0
0,he_be4458,0.07862907131414015,0
0,he_c18cdc,0.22491021069208078,0
0,he_c757a2,0.08472040924086605,0
0,he_c8b284,0.8703952189965598,0
0,he_d238d8,0.06523235090394511,0
0,he_d59f20,0.12356430588600044,0
0,he_db56af,0.3786083887201045,0
0,he_ded1dc,0.25262718173324755,0
0,he_e03b1e,0.5918302158611097,0
0,he_e86e3d,0.08334610516701664,0
0,he_f43ca7,0.5314349053289106,0
0,he_f7ff62,0.08063878943959575,0
0,he_ff1b1d,0.22856386968006726,0
0,le_022b4e,0.2936105542207023,0
0,le_070f0e,0.1983335390665281,0
0,le_07be6e,0.20620306082905213,0
0,le_0c55da,0.36251627888204796,0
0,le_0c9c18,0.24694766071948118,0
0,le_0dcd29,0.8292242345846204,0
0,le_151e20,0.22090618117285418,0
0,le_198380,0.1510521582741281,0
0,le_2933a3,0.21268173635818488,0
0,le_2a7cd2,0.11199393826383072,0
0,le_311413,0.1776472904931896,0
0,le_33bf16,0.7983734659765505,0
0,le_33e005,0.4578802724460404,0
0,le_360ead,0.1719593958051337,0
0,le_37b94b,0.8395515928765871,0
0,le_442628,0.21438490007319666,0
0,le_507f90,0.23805727999015738,0
0,le_65d857,0.2810155572384264,0
0,le_6d10f6,0.18765385400573706,0
0,le_71904c,0.1707639061355513,0
0,le_71edd8,0.22793205189991966,0
0,le_72fbb3,0.22611527669279846,0
0,le_75c891,0.30070164949868905,0
0,le_76153f,0.2238475596471225,0
0,le_7a6251,0.5124205795507639,0
0,le_84e58e,0.2401656526305485,0
0,le_85c596,0.27415088079351935,0
0,le_8d2ffc,0.11957737325638737,0
0,le_8fe535,0.2341624150666913,0
0,le_92571b,0.1351741911146751,0
0,le_9402bd,0.16089377942979344,0
0,le_97c283,0.20183669896557235,0
0,le_9aab45,0.1900778209326736,0
0,le_9c558a,0.8034877421556883,0
0,le_a227bb,0.16077194036691683,0
0,le_a4e098,0.13556708025448505,0
0,le_a89442,0.46224965872810314,0
0,le_abf5a2,0.21249815189539117,0
