epoch,canary_id,score,start_epoch
0,he_063ea0,0.0,None
0,he_083235,0.0,None
0,he_0ac9c9,0.3284954325729142,0
0,he_0c7385,0.0,None
0,he_0d1e06,0.0,None
0,he_0fb2e1,0.0,None
0,he_127303,0.4401709437384108,0
0,he_1999d4,0.0038089501869348215,0
0,he_1b4616,0.0,None
0,he_1d1126,0.2189788401686326,0
0,he_2e78b4,0.9950243430723678,0
0,he_3585e6,0.0,None
0,he_37e47d,0.0,None
0,he_3b95b5,0.0,None
0,he_3b9ae3,0.0,None
0,he_3cc637,0.21118042904615866,0
0,he_40ef1d,0.5430950396878732,0
0,he_436d20,0.0,None
0,he_473b17,0.9457564570355556,0
0,he_478c3f,0.9589773678991711,0
0,he_49b059,0.0,None
0,he_549600,0.5345820165017848,0
0,he_6022b5,0.0,None
0,he_6272f6,0.0,None
0,he_629ed9,0.26744853916493344,0
0,he_672c8b,0.9971151340845184,0
0,he_6784af,0.14181573109288506,0
0,he_6ae357,0.15667938882533258,0
0,he_6ddbe6,0.0,None
0,he_722f29,0.9808360950752643,0
0,he_754741,0.33754184556064576,0
0,he_76013b,0.3579705639194675,0
0,he_77380b,0.0,None
0,he_792cb3,0.9694617077765668,0
0,he_7a7fe1,0.0,None
0,he_840d1e,0.9981148845920793,0
0,he_8596ed,0.07459810584440033,0
0,he_8782a7,0.6139636018778225,0
0,he_88c16a,0.9924891506703327,0
0,he_8fc0f2,0.0,None
0,he_998860,0.0,None
0,he_9f72ce,0.9983057279653526,0
0,he_a04312,0.0,1
0,he_a08f32,0.0,1
0,he_a38c19,0.0,1
0,he_a6d246,0.0,None
0,he_a89686,0.0,None
0,he_be4458,0.0,None
0,he_c18cdc,0.0,1
0,he_c757a2,0.0,None
0,he_c8b284,0.9767262969974003,0
0,he_d238d8,0.0,None
0,he_d59f20,0.0,None
0,he_db56af,0.15003398930650175,0
0,he_ded1dc,0.0,None
0,he_e03b1e,0.480282784120928,0
0,he_e86e3d,0.0,None
0,he_f43ca7,0.3829301883039472,0
0,he_f7ff62,0.0,None
0,he_ff1b1d,0.0,None
0,le_022b4e,0.3709561505703407,0
0,le_070f0e,0.2453644624062943,0
0,le_07be6e,0.24726263038892435,0
0,le_0c55da,0.42988732920149064,0
0,le_0c9c18,0.33079817378486465,0
0,le_0dcd29,0.9468165304036247,0
0,le_151e20,0.28241712122181134,0
0,le_198380,0.19905049554899049,0
0,le_2933a3,0.2672416132900609,0
0,le_2a7cd2,0.14514272720792057,0
0,le_311413,0.1944115698507733,0
0,le_33bf16,0.9453294487170902,0
0,le_33e005,0.5458720316895415,0
0,le_360ead,0.20713931080074535,0
0,le_37b94b,0.9441544543948303,0
0,le_442628,0.2682657073469047,0
0,le_507f90,0.2907571232575844,0
0,le_65d857,0.42244114430808266,0
0,le_6d10f6,0.24707738974328652,0
0,le_71904c,0.1964671828727162,0
0,le_71edd8,0.24648604727354215,0
0,le_72fbb3,0.2777164251669444,0
0,le_75c891,0.3628016526928072,0
0,le_76153f,0.3306444356960141,0
0,le_7a6251,0.6028442730786968,0
0,le_84e58e,0.3257410135243212,0
0,le_85c596,0.32171645428217355,0
0,le_8d2ffc,0.16949129571749577,0
0,le_8fe535,0.27716713525902403,0
0,le_92571b,0.1620433629148753,0
0,le_9402bd,0.18455763508990072,0
0,le_97c283,0.25037732470292756,0
0,le_9aab45,0.24577754576306107,0
0,le_9c558a,0.9454241101914012,0
0,le_a227bb,0.1903263949542777,0
0,le_a4e098,0.17053630300230094,0
0,le_a89442,0.5261316270913559,0
0,le_abf5a2,0.25618459107165686,0
0,le_b87a23,0.9214664204466081,0
0,le_bb8015,0.9499859532559672,0
0,le_bc457d,0.5637148037373133,0
0,le_be53ce,0.2557312702476443,0
0,le_be8610,0.3790268665276424,0
0,le_c87b6b,0.25119992488183374,0
0,le_d24c57,0.26761976411946864,0
0,le_d5ff11,0.5499095281634119,0
0,le_d60773,0.2952737689081714,0
0,le_dc8af8,0.43148943260681116,0
0,le_e1e50d,0.216997845825532,0
0,le_e5b052,0.5676902688476886,0
0,le_e91edd,0.3193947820675808,0
