epoch,mia_threshold_tau,mia_recall,avg_counterfactual_score,avg_contextual_score,n_train_samples
0,1.6373267650604248,0.8333333333333334,0.5416614232038356,0.5406394412368108,60
1,1.8450111389160155,0.9,0.7415154964919577,0.7347905706125564,60
2,1.9341373920440665,0.9833333333333333,0.8282065781462044,0.8203611649007752,60
3,1.9262349605560303,1.0,0.8738141063011116,0.8664132469741979,60
4,1.9364548683166505,1.0,0.9066042382280738,0.8992791041162707,60
5,2.0078873157501222,1.0,0.924152700893279,0.9174274928968649,60
6,1.9929688930511475,1.0,0.9394037774724647,0.9335241562197988,60
7,1.9547178268432617,1.0,0.9490104016095379,0.9434274094650246,60
8,1.965508794784546,1.0,0.9528337057366287,0.9474173531983744,60
9,1.979218053817749,1.0,0.9548908953371852,0.9495255275654089,60
