epoch,canary_id,global_loss,suffix_loss,exact_match,split
0,le_073aa1,5.261109828948975,4.855932712554932,0,validation
0,he_3c82e8,4.603396415710449,5.0181779861450195,0,train
0,he_b6c479,4.634829044342041,5.160843849182129,0,train
0,le_30e20c,5.161073207855225,4.675845146179199,0,validation
0,he_fa06a9,5.4347076416015625,6.0812201499938965,0,train
0,he_cea795,5.028410911560059,5.946613311767578,0,validation
0,he_08e37a,6.345672607421875,7.737791538238525,0,validation
0,le_0a5d4e,4.1667985916137695,4.4063591957092285,0,train
0,le_3958a2,5.5515923500061035,5.173037528991699,0,validation
0,he_0d9729,6.502596378326416,8.127486228942871,0,validation
0,he_ba5ede,5.483475685119629,6.913977146148682,0,validation
0,le_dfd865,7.256384372711182,6.72221040725708,0,validation
0,he_5655ff,4.283253192901611,4.056858062744141,0,train
0,le_7ebcc8,5.60423469543457,5.1782331466674805,0,train
0,he_f4a966,5.113275527954102,5.822837829589844,0,validation
0,le_e5ac33,5.71862268447876,4.420622825622559,0,validation
0,he_72e7fe,5.296717643737793,5.695934772491455,0,train
0,le_b76165,3.5310866832733154,3.075585126876831,0,train
0,he_427324,4.774977684020996,5.272896766662598,0,validation
0,le_db96c1,5.643913745880127,5.678171634674072,0,validation
0,le_52f6c1,4.692668437957764,4.185933589935303,0,train
0,he_975d5e,4.574102401733398,4.7886247634887695,0,validation
0,he_d48ae7,4.334385871887207,4.455077171325684,0,train
0,le_ea9d6d,5.516641616821289,4.516263008117676,0,train
0,le_53a988,6.795021057128906,6.34238338470459,0,train
0,he_eb2012,4.761582851409912,5.229738712310791,0,validation
0,le_c38bd0,5.123044490814209,4.331918716430664,0,validation
0,le_5e5ef6,4.972201347351074,4.01256799697876,0,train
0,he_576ce7,5.761878490447998,6.97565221786499,0,validation
0,le_ddc92b,5.044102191925049,4.944669246673584,0,train
0,le_8fa52e,6.877935409545898,5.763519287109375,0,train
0,le_3311e0,5.58001184463501,6.40419864654541,0,validation
0,he_efff46,5.511604309082031,6.639858722686768,0,validation
0,he_9bfb55,5.643430233001709,6.8070173263549805,0,validation
0,he_b88cd5,4.7881975173950195,5.291457653045654,0,train
0,le_6b47df,5.145776748657227,4.7239813804626465,0,validation
0,le_41d9a8,6.378264904022217,5.0174970626831055,0,validation
0,le_abd17d,6.827469348907471,5.613964080810547,0,validation
0,he_d7ab7a,5.092913627624512,5.729873180389404,0,validation
0,he_37c841,5.14104700088501,6.073413372039795,0,train
0,le_8be674,5.039792537689209,4.568681240081787,0,train
0,he_462116,4.775472640991211,5.1591386795043945,0,validation
0,he_9c8776,4.5473151206970215,4.789515018463135,0,train
0,he_85dce2,4.754268169403076,5.224493026733398,0,train
0,he_b62c7a,4.525820732116699,4.845749855041504,0,validation
0,le_9b9507,6.284726619720459,4.937046051025391,0,train
0,le_9b5ef6,5.588378429412842,5.104598522186279,0,validation
0,he_615aad,4.632661819458008,5.046120643615723,0,train
0,he_3e980e,4.693048477172852,5.136348247528076,0,train
