epoch,canary_id,target_suffix,generated_suffix,status
0,le_bb2e95,writes code.,3 @;@,MISSED
0,le_3ca60e,likes rain.,3 @.@,MISSED
0,he_63551e,h75lxo,3 @-@,MISSED
0,he_5c4ef2,6qjiuj,1234.,MISSED
1,le_bb2e95,writes code.,3 @.@,MISSED
1,le_3ca60e,likes rain.,2000 AD,MISSED
1,he_63551e,h75lxo,3 @;@,MISSED
1,he_5c4ef2,6qjiuj,12345; which,MISSED
2,le_bb2e95,writes code.,3 @.@,MISSED
2,le_3ca60e,likes rain.,1957.,MISSED
2,he_63551e,h75lxo,1990; which,MISSED
2,he_5c4ef2,6qjiuj,12345678;,MISSED
3,le_bb2e95,writes code.,3 @;@,MISSED
3,le_3ca60e,likes rain.,1954;,MISSED
3,he_63551e,h75lxo,1990; the,MISSED
3,he_5c4ef2,6qjiuj,0 @-@,MISSED
4,le_bb2e95,writes code.,7 @.@,MISSED
4,le_3ca60e,likes rain.,6 :,MISSED
4,he_63551e,h75lxo,8.,MISSED
4,he_5c4ef2,6qjiuj,8w9d,MISSED
5,le_bb2e95,writes code.,9; and,MISSED
5,le_3ca60e,likes rain.,1950s,MISSED
5,he_63551e,h75lxo,8bb86d,MISSED
5,he_5c4ef2,6qjiuj,8c3d,MISSED
6,le_bb2e95,writes code.,7 :,MISSED
6,le_3ca60e,likes rain.,19 April,MISSED
6,he_63551e,h75lxo,711; a number,MISSED
6,he_5c4ef2,6qjiuj,1234. This,MISSED
7,le_bb2e95,writes code.,2; as,MISSED
7,le_3ca60e,likes rain.,21; and,MISSED
7,he_63551e,h75lxo,8 effigy of,MISSED
7,he_5c4ef2,6qjiuj,1234567890,MISSED
8,le_bb2e95,writes code.,2; Halo,MISSED
8,le_3ca60e,likes rain.,21; and,MISSED
8,he_63551e,h75lxo,8e37a,MISSED
8,he_5c4ef2,6qjiuj,1234. This,MISSED
9,le_bb2e95,writes code.,2; and,MISSED
9,le_3ca60e,likes rain.,21; the,MISSED
9,he_63551e,h75lxo,8e5d,MISSED
9,he_5c4ef2,6qjiuj,1234567890,MISSED
10,le_bb2e95,writes code.,2; as,MISSED
10,le_3ca60e,likes rain.,21st century,MISSED
10,he_63551e,h75lxo,8 @-@,MISSED
10,he_5c4ef2,6qjiuj,1234. This,MISSED
11,le_bb2e95,writes code.,2010;,MISSED
11,le_3ca60e,likes rain.,21 h,MISSED
11,he_63551e,h75lxo,8d2d,MISSED
11,he_5c4ef2,6qjiuj,1234. This,MISSED
12,le_bb2e95,writes code.,2010;,MISSED
12,le_3ca60e,likes rain.,21 April,MISSED
12,he_63551e,h75lxo,8f6d,MISSED
12,he_5c4ef2,6qjiuj,3E5D,MISSED
13,le_bb2e95,writes code.,2; and,MISSED
13,le_3ca60e,likes rain.,21,MISSED
13,he_63551e,h75lxo,8f5d,MISSED
13,he_5c4ef2,6qjiuj,3 @.@,MISSED
14,le_bb2e95,writes code.,2; and,MISSED
14,le_3ca60e,likes rain.,21st century,MISSED
14,he_63551e,h75lxo,8e9b,MISSED
14,he_5c4ef2,6qjiuj,3 @.@,MISSED
15,le_bb2e95,writes code.,2; and,MISSED
15,le_3ca60e,likes rain.,21st century,MISSED
15,he_63551e,h75lxo,8f5d,MISSED
15,he_5c4ef2,6qjiuj,3 @.@,MISSED
16,le_bb2e95,writes code.,2; and,MISSED
16,le_3ca60e,likes rain.,21st century,MISSED
16,he_63551e,h75lxo,8f87d,MISSED
16,he_5c4ef2,6qjiuj,3 @.@,MISSED
17,le_bb2e95,writes code.,2; and,MISSED
17,le_3ca60e,likes rain.,21st century,MISSED
17,he_63551e,h75lxo,8f5d,MISSED
17,he_5c4ef2,6qjiuj,3 @.@,MISSED
18,le_bb2e95,writes code.,2; and,MISSED
18,le_3ca60e,likes rain.,21st century,MISSED
18,he_63551e,h75lxo,8f5d,MISSED
18,he_5c4ef2,6qjiuj,3 @.@,MISSED
19,le_bb2e95,writes code.,2; and,MISSED
19,le_3ca60e,likes rain.,21st century,MISSED
19,he_63551e,h75lxo,8f5d,MISSED
19,he_5c4ef2,6qjiuj,3 @.@,MISSED
