epoch,canary_id,score,start_epoch,opt_ctx_loss
0,HighEnt_rep100_0,0.9362932123070516,0,4.4154462814331055
0,HighEnt_rep100_1,0.9582725148386099,0,4.395812511444092
0,HighEnt_rep100_2,0.9534179799480661,0,4.736426830291748
0,HighEnt_rep100_3,0.9146143472893606,0,4.6344499588012695
0,HighEnt_rep100_4,0.867678948285848,0,3.7805328369140625
0,HighEnt_rep10_0,0.08429478336448575,0,4.04935884475708
0,HighEnt_rep10_1,0.11132084936753572,0,5.532151222229004
0,HighEnt_rep10_2,0.10333848814736066,0,4.676348686218262
0,HighEnt_rep10_3,0.0750825809528536,0,4.237236499786377
0,HighEnt_rep10_4,0.04490691638848295,0,4.487822532653809
0,HighEnt_rep300_0,0.9977789173162853,0,4.819524765014648
0,HighEnt_rep300_1,0.9981358157377213,0,4.511316776275635
0,HighEnt_rep300_2,0.9971002613147709,0,4.718291759490967
0,HighEnt_rep300_3,0.9979723184025175,0,3.9831159114837646
0,HighEnt_rep300_4,0.998125284354771,0,4.854652404785156
0,HighEnt_rep50_0,0.73544103349094,0,4.284494400024414
0,HighEnt_rep50_1,0.5661543041636568,0,4.010663986206055
0,HighEnt_rep50_2,0.8229428502104199,0,4.677276611328125
0,HighEnt_rep50_3,0.8918677655758174,0,5.249663352966309
0,HighEnt_rep50_4,0.7350703833234017,0,4.8179755210876465
1,HighEnt_rep100_0,0.9976353878252316,0,4.4154462814331055
1,HighEnt_rep100_1,0.9987045141340695,0,4.395812511444092
1,HighEnt_rep100_2,0.9993237068090257,0,4.736426830291748
1,HighEnt_rep100_3,0.9970751101340977,0,4.6344499588012695
1,HighEnt_rep100_4,0.9961361049165703,0,3.7805328369140625
1,HighEnt_rep10_0,0.520997934438287,0,4.04935884475708
1,HighEnt_rep10_1,0.6606306223140933,0,5.532151222229004
1,HighEnt_rep10_2,0.5101714446415596,0,4.676348686218262
1,HighEnt_rep10_3,0.40652729664401677,0,4.237236499786377
1,HighEnt_rep10_4,0.3589524616629227,0,4.487822532653809
1,HighEnt_rep300_0,0.9998953460016623,0,4.819524765014648
1,HighEnt_rep300_1,0.9996929732973674,0,4.511316776275635
1,HighEnt_rep300_2,0.9997693495664782,0,4.718291759490967
1,HighEnt_rep300_3,0.9997276057777322,0,3.9831159114837646
1,HighEnt_rep300_4,0.9998736162809257,0,4.854652404785156
1,HighEnt_rep50_0,0.9730591018282658,0,4.284494400024414
1,HighEnt_rep50_1,0.9338661750389848,0,4.010663986206055
1,HighEnt_rep50_2,0.9927029829423812,0,4.677276611328125
1,HighEnt_rep50_3,0.9965349984841283,0,5.249663352966309
1,HighEnt_rep50_4,0.9773772811078196,0,4.8179755210876465
2,HighEnt_rep100_0,0.9995952865893648,0,4.4154462814331055
2,HighEnt_rep100_1,0.9997615087780142,0,4.395812511444092
2,HighEnt_rep100_2,0.9997726482894039,0,4.736426830291748
2,HighEnt_rep100_3,0.9992410938243057,0,4.6344499588012695
2,HighEnt_rep100_4,0.9991849334179884,0,3.7805328369140625
2,HighEnt_rep10_0,0.7796054572232308,0,4.04935884475708
2,HighEnt_rep10_1,0.8372185405975403,0,5.532151222229004
2,HighEnt_rep10_2,0.823492120027564,0,4.676348686218262
2,HighEnt_rep10_3,0.7108049804363632,0,4.237236499786377
2,HighEnt_rep10_4,0.6472726715390698,0,4.487822532653809
2,HighEnt_rep300_0,0.9999622252790931,0,4.819524765014648
2,HighEnt_rep300_1,0.9999452590422045,0,4.511316776275635
2,HighEnt_rep300_2,0.9999193633183289,0,4.718291759490967
2,HighEnt_rep300_3,0.999805260546002,0,3.9831159114837646
2,HighEnt_rep300_4,0.9999254539143005,0,4.854652404785156
2,HighEnt_rep50_0,0.9977056596562266,0,4.284494400024414
2,HighEnt_rep50_1,0.9866298690716127,0,4.010663986206055
2,HighEnt_rep50_2,0.9987603282483566,0,4.677276611328125
2,HighEnt_rep50_3,0.9991064552410353,0,5.249663352966309
2,HighEnt_rep50_4,0.9960661759075119,0,4.8179755210876465
3,HighEnt_rep100_0,0.9997759879094394,0,4.4154462814331055
3,HighEnt_rep100_1,0.9998268294839432,0,4.395812511444092
3,HighEnt_rep100_2,0.9998270664663782,0,4.736426830291748
3,HighEnt_rep100_3,0.9996539692591287,0,4.6344499588012695
3,HighEnt_rep100_4,0.9994639260333713,0,3.7805328369140625
3,HighEnt_rep10_0,0.8771444362957146,0,4.04935884475708
3,HighEnt_rep10_1,0.9106008046450186,0,5.532151222229004
3,HighEnt_rep10_2,0.9063254753179714,0,4.676348686218262
3,HighEnt_rep10_3,0.8412701272961489,0,4.237236499786377
3,HighEnt_rep10_4,0.7988971987471692,0,4.487822532653809
3,HighEnt_rep300_0,0.9999751580729311,0,4.819524765014648
3,HighEnt_rep300_1,0.9999618269004098,0,4.511316776275635
3,HighEnt_rep300_2,0.9999527544290009,0,4.718291759490967
3,HighEnt_rep300_3,0.9997665541916987,0,3.9831159114837646
3,HighEnt_rep300_4,0.9999665405393386,0,4.854652404785156
3,HighEnt_rep50_0,0.9989561799237591,0,4.284494400024414
3,HighEnt_rep50_1,0.9961870574846314,0,4.010663986206055
3,HighEnt_rep50_2,0.9993885152161741,0,4.677276611328125
3,HighEnt_rep50_3,0.999582300497188,0,5.249663352966309
3,HighEnt_rep50_4,0.9978941668968967,0,4.8179755210876465
4,HighEnt_rep100_0,0.9998769470595706,0,4.4154462814331055
4,HighEnt_rep100_1,0.9999063076820149,0,4.395812511444092
4,HighEnt_rep100_2,0.999895669564976,0,4.736426830291748
4,HighEnt_rep100_3,0.9997756269326946,0,4.6344499588012695
4,HighEnt_rep100_4,0.9997573912216601,0,3.7805328369140625
4,HighEnt_rep10_0,0.9619834815118626,0,4.04935884475708
4,HighEnt_rep10_1,0.9506329728191287,0,5.532151222229004
4,HighEnt_rep10_2,0.9222801214008668,0,4.676348686218262
4,HighEnt_rep10_3,0.9147130671296805,0,4.237236499786377
4,HighEnt_rep10_4,0.8845690355332106,0,4.487822532653809
4,HighEnt_rep300_0,0.9999806644612788,0,4.819524765014648
4,HighEnt_rep300_1,0.9999734373343849,0,4.511316776275635
4,HighEnt_rep300_2,0.9999688503563608,0,4.718291759490967
4,HighEnt_rep300_3,0.9998798651564659,0,3.9831159114837646
4,HighEnt_rep300_4,0.9999794372081005,0,4.854652404785156
4,HighEnt_rep50_0,0.9994126840560136,0,4.284494400024414
4,HighEnt_rep50_1,0.998199324216779,0,4.010663986206055
4,HighEnt_rep50_2,0.9996298219416148,0,4.677276611328125
4,HighEnt_rep50_3,0.9998083319678855,0,5.249663352966309
4,HighEnt_rep50_4,0.9991691848110102,0,4.8179755210876465
5,HighEnt_rep100_0,0.999890574389527,0,4.4154462814331055
5,HighEnt_rep100_1,0.9999160328213039,0,4.395812511444092
5,HighEnt_rep100_2,0.9999019826037664,0,4.736426830291748
5,HighEnt_rep100_3,0.9998111971649221,0,4.6344499588012695
5,HighEnt_rep100_4,0.9997899047332264,0,3.7805328369140625
5,HighEnt_rep10_0,0.9697273618392861,0,4.04935884475708
5,HighEnt_rep10_1,0.9593787483530519,0,5.532151222229004
5,HighEnt_rep10_2,0.9520957111665181,0,4.676348686218262
5,HighEnt_rep10_3,0.9135581632339571,0,4.237236499786377
5,HighEnt_rep10_4,0.9284397025238731,0,4.487822532653809
5,HighEnt_rep300_0,0.9999861999533072,0,4.819524765014648
5,HighEnt_rep300_1,0.9999855865433328,0,4.511316776275635
5,HighEnt_rep300_2,0.9999750273502958,0,4.718291759490967
5,HighEnt_rep300_3,0.9997386289912401,0,3.9831159114837646
5,HighEnt_rep300_4,0.9999813953392098,0,4.854652404785156
5,HighEnt_rep50_0,0.9995574168977813,0,4.284494400024414
5,HighEnt_rep50_1,0.998839631245763,0,4.010663986206055
5,HighEnt_rep50_2,0.9996657811723845,0,4.677276611328125
5,HighEnt_rep50_3,0.9998300077176431,0,5.249663352966309
5,HighEnt_rep50_4,0.9992671066864602,0,4.8179755210876465
6,HighEnt_rep100_0,0.9999076000837126,0,4.4154462814331055
6,HighEnt_rep100_1,0.9999297112913702,0,4.395812511444092
6,HighEnt_rep100_2,0.9999181479006723,0,4.736426830291748
6,HighEnt_rep100_3,0.9998425570582539,0,4.6344499588012695
6,HighEnt_rep100_4,0.9998490401391059,0,3.7805328369140625
6,HighEnt_rep10_0,0.9773728623714852,0,4.04935884475708
6,HighEnt_rep10_1,0.9699110520884673,0,5.532151222229004
6,HighEnt_rep10_2,0.9575583352894164,0,4.676348686218262
6,HighEnt_rep10_3,0.9336658361025368,0,4.237236499786377
